% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.213	1	6	22	4	97	20	161	0
0.213	1	5	22	4	54	20	161	1
0.213	1	3	22	4	62	20	161	1
0.214	1	2	22	5	100	20	161	0
0.214	1	9	22	5	102	20	161	0
0.214	1	11	22	5	69	20	161	1
0.214	1	8	22	5	75	20	161	1
0.215	1	1	22	6	1	20	161	0
0.215	1	10	22	6	14	20	161	0
0.215	1	15	22	6	82	20	161	1
0.215	1	7	22	6	88	20	161	1
0.216	1	12	22	7	26	20	161	0
0.216	1	14	22	7	35	20	161	0
0.216	1	4	22	7	93	20	161	1
0.216	1	6	22	7	97	20	161	1
0.217	1	13	22	8	43	20	161	0
0.217	1	5	22	8	54	20	161	0
0.217	1	2	22	8	100	20	161	1
0.217	1	9	22	8	102	20	161	1
0.218	1	3	22	9	62	20	161	0
0.218	1	11	22	9	69	20	161	0
0.218	1	1	22	9	1	20	161	1
0.218	1	10	22	9	14	20	161	1
0.219	1	8	22	10	75	20	161	0
0.219	1	15	22	10	82	20	161	0
0.219	1	12	22	10	26	20	161	1
0.219	1	14	22	10	35	20	161	1
0.22	1	7	23	1	88	20	161	0
0.22	1	4	23	1	93	20	161	0
0.22	1	13	23	1	43	20	161	1
0.22	1	5	23	1	54	20	161	1
0.221	1	6	23	2	97	20	161	0
0.221	1	2	23	2	100	20	161	0
0.221	1	3	23	2	62	20	161	1
0.221	1	11	23	2	69	20	161	1
0.222	1	9	23	3	102	20	161	0
0.222	1	1	23	3	1	20	161	0
0.222	1	8	23	3	75	20	161	1
0.222	1	15	23	3	82	20	161	1
0.223	1	10	23	4	14	20	161	0
0.223	1	12	23	4	26	20	161	0
0.223	1	7	23	4	88	20	161	1
0.223	1	4	23	4	93	20	161	1
0.224	1	14	23	5	35	20	161	0
0.224	1	13	23	5	43	20	161	0
0.224	1	6	23	5	97	20	161	1
0.224	1	2	23	5	100	20	161	1
0.225	1	5	23	6	54	20	161	0
0.225	1	3	23	6	62	20	161	0
0.225	1	9	23	6	102	20	161	1
0.225	1	1	23	6	1	20	161	1
0.226	1	11	23	7	69	20	161	0
0.226	1	8	23	7	75	20	161	0
0.226	1	10	23	7	14	20	161	1
0.226	1	12	23	7	26	20	161	1
0.227	1	15	23	8	82	20	161	0
0.227	1	7	23	8	88	20	161	0
0.227	1	14	23	8	35	20	161	1
0.227	1	13	23	8	43	20	161	1
0.228	1	4	23	9	93	20	161	0
0.228	1	6	23	9	97	20	161	0
0.228	1	5	23	9	54	20	161	1
0.228	1	3	23	9	62	20	161	1
0.229	1	2	23	10	100	20	161	0
0.229	1	9	23	10	102	20	161	0
0.229	1	11	23	10	69	20	161	1
0.229	1	8	23	10	75	20	161	1
0.23	1	1	24	1	1	20	161	0
0.23	1	10	24	1	14	20	161	0
0.23	1	15	24	1	82	20	161	1
0.23	1	7	24	1	88	20	161	1
0.231	1	12	24	2	26	20	161	0
0.231	1	14	24	2	35	20	161	0
0.231	1	4	24	2	93	20	161	1
0.231	1	6	24	2	97	20	161	1
0.232	1	13	24	3	43	20	161	0
0.232	1	5	24	3	54	20	161	0
0.232	1	2	24	3	100	20	161	1
0.232	1	9	24	3	102	20	161	1
0.233	1	3	24	4	62	20	161	0
0.233	1	11	24	4	69	20	161	0
0.233	1	1	24	4	1	20	161	1
0.233	1	10	24	4	14	20	161	1
0.234	1	8	24	5	75	20	161	0
0.234	1	15	24	5	82	20	161	0
0.234	1	12	24	5	26	20	161	1
0.234	1	14	24	5	35	20	161	1
0.235	1	7	24	6	88	20	161	0
0.235	1	4	24	6	93	20	161	0
0.235	1	13	24	6	43	20	161	1
0.235	1	5	24	6	54	20	161	1
0.236	1	6	24	7	97	20	161	0
0.236	1	2	24	7	100	20	161	0
0.236	1	3	24	7	62	20	161	1
0.236	1	11	24	7	69	20	161	1
0.237	1	9	24	8	102	20	161	0
0.237	1	1	24	8	1	20	161	0
0.237	1	8	24	8	75	20	161	1
0.237	1	15	24	8	82	20	161	1
0.238	1	10	24	9	14	20	161	0
0.238	1	12	24	9	26	20	161	0
0.238	1	7	24	9	88	20	161	1
0.238	1	4	24	9	93	20	161	1
0.239	1	14	24	10	35	20	161	0
0.239	1	13	24	10	43	20	161	0
0.239	1	6	24	10	97	20	161	1
0.239	1	2	24	10	100	20	161	1
0.24	1	5	25	1	54	20	161	0
0.24	1	3	25	1	62	20	161	0
0.24	1	9	25	1	102	20	161	1
0.24	1	1	25	1	1	20	161	1
0.241	1	11	25	2	69	20	161	0
0.241	1	8	25	2	75	20	161	0
0.241	1	10	25	2	14	20	161	1
0.241	1	12	25	2	26	20	161	1
0.242	1	15	25	3	82	20	161	0
0.242	1	7	25	3	88	20	161	0
0.242	1	14	25	3	35	20	161	1
0.242	1	13	25	3	43	20	161	1
0.243	1	4	25	4	93	20	161	0
0.243	1	6	25	4	97	20	161	0
0.243	1	5	25	4	54	20	161	1
0.243	1	3	25	4	62	20	161	1
0.244	1	2	25	5	100	20	161	0
0.244	1	9	25	5	102	20	161	0
0.244	1	11	25	5	69	20	161	1
0.244	1	8	25	5	75	20	161	1
0.245	1	1	25	6	1	20	161	0
0.245	1	10	25	6	14	20	161	0
0.245	1	15	25	6	82	20	161	1
0.245	1	7	25	6	88	20	161	1
0.246	1	12	25	7	26	20	161	0
0.246	1	14	25	7	35	20	161	0
0.246	1	4	25	7	93	20	161	1
0.246	1	6	25	7	97	20	161	1
0.247	1	13	25	8	43	20	161	0
0.247	1	5	25	8	54	20	161	0
0.247	1	2	25	8	100	20	161	1
0.247	1	9	25	8	102	20	161	1
0.248	1	3	25	9	62	20	161	0
0.248	1	11	25	9	69	20	161	0
0.248	1	1	25	9	1	20	161	1
0.248	1	10	25	9	14	20	161	1
0.249	1	8	25	10	75	20	161	0
0.249	1	15	25	10	82	20	161	0
0.249	1	12	25	10	26	20	161	1
0.249	1	14	25	10	35	20	161	1
0.25	1	7	26	1	88	20	161	0
0.25	1	4	26	1	93	20	161	0
0.25	1	13	26	1	43	20	161	1
0.25	1	5	26	1	54	20	161	1
0.251	1	6	26	2	97	20	161	0
0.251	1	2	26	2	100	20	161	0
0.251	1	3	26	2	62	20	161	1
0.251	1	11	26	2	69	20	161	1
0.252	1	9	26	3	102	20	161	0
0.252	1	1	26	3	1	20	161	0
0.252	1	8	26	3	75	20	161	1
0.252	1	15	26	3	82	20	161	1
0.253	1	10	26	4	14	20	161	0
0.253	1	12	26	4	26	20	161	0
0.253	1	7	26	4	88	20	161	1
0.253	1	4	26	4	93	20	161	1
0.254	1	14	26	5	35	20	161	0
0.254	1	13	26	5	43	20	161	0
0.254	1	6	26	5	97	20	161	1
0.254	1	2	26	5	100	20	161	1
0.255	1	5	26	6	54	20	161	0
0.255	1	3	26	6	62	20	161	0
0.255	1	9	26	6	102	20	161	1
0.255	1	1	26	6	1	20	161	1
0.256	1	11	26	7	69	20	161	0
0.256	1	8	26	7	75	20	161	0
0.256	1	10	26	7	14	20	161	1
0.256	1	12	26	7	26	20	161	1
0.257	1	15	26	8	82	20	161	0
0.257	1	7	26	8	88	20	161	0
0.257	1	14	26	8	35	20	161	1
0.257	1	13	26	8	43	20	161	1
0.258	1	4	26	9	93	20	161	0
0.258	1	6	26	9	97	20	161	0
0.258	1	5	26	9	54	20	161	1
0.258	1	3	26	9	62	20	161	1
0.259	1	2	26	10	100	20	161	0
0.259	1	9	26	10	102	20	161	0
0.259	1	11	26	10	69	20	161	1
0.259	1	8	26	10	75	20	161	1
0.26	1	1	27	1	1	20	161	0
0.26	1	10	27	1	14	20	161	0
0.26	1	15	27	1	82	20	161	1
0.26	1	7	27	1	88	20	161	1
0.261	1	12	27	2	26	20	161	0
0.261	1	14	27	2	35	20	161	0
0.261	1	4	27	2	93	20	161	1
0.261	1	6	27	2	97	20	161	1
0.262	1	13	27	3	43	20	161	0
0.262	1	5	27	3	54	20	161	0
0.262	1	2	27	3	100	20	161	1
0.262	1	9	27	3	102	20	161	1
0.263	1	3	27	4	62	20	161	0
0.263	1	11	27	4	69	20	161	0
0.263	1	1	27	4	1	20	161	1
0.263	1	10	27	4	14	20	161	1
0.264	1	8	27	5	75	20	161	0
0.264	1	15	27	5	82	20	161	0
0.264	1	12	27	5	26	20	161	1
0.264	1	14	27	5	35	20	161	1
0.265	1	7	27	6	88	20	161	0
0.265	1	4	27	6	93	20	161	0
0.265	1	13	27	6	43	20	161	1
0.265	1	5	27	6	54	20	161	1
0.266	1	6	27	7	97	20	161	0
0.266	1	2	27	7	100	20	161	0
0.266	1	3	27	7	62	20	161	1
0.266	1	11	27	7	69	20	161	1
0.267	1	9	27	8	102	20	161	0
0.267	1	1	27	8	1	20	161	0
0.267	1	8	27	8	75	20	161	1
0.267	1	15	27	8	82	20	161	1
0.268	1	10	27	9	14	20	161	0
0.268	1	12	27	9	26	20	161	0
0.268	1	7	27	9	88	20	161	1
0.268	1	4	27	9	93	20	161	1
0.269	1	14	27	10	35	20	161	0
0.269	1	13	27	10	43	20	161	0
0.269	1	6	27	10	97	20	161	1
0.269	1	2	27	10	100	20	161	1
0.27	1	5	28	1	54	20	161	0
0.27	1	3	28	1	62	20	161	0
0.27	1	9	28	1	102	20	161	1
0.27	1	1	28	1	1	20	161	1
0.271	1	11	28	2	69	20	161	0
0.271	1	8	28	2	75	20	161	0
0.271	1	10	28	2	14	20	161	1
0.271	1	12	28	2	26	20	161	1
0.272	1	15	28	3	82	20	161	0
0.272	1	7	28	3	88	20	161	0
0.272	1	14	28	3	35	20	161	1
0.272	1	13	28	3	43	20	161	1
0.273	1	4	28	4	93	20	161	0
0.273	1	6	28	4	97	20	161	0
0.273	1	5	28	4	54	20	161	1
0.273	1	3	28	4	62	20	161	1
0.274	1	2	28	5	100	20	161	0
0.274	1	9	28	5	102	20	161	0
0.274	1	11	28	5	69	20	161	1
0.274	1	8	28	5	75	20	161	1
0.275	1	1	28	6	1	20	161	0
0.275	1	10	28	6	14	20	161	0
0.275	1	15	28	6	82	20	161	1
0.275	1	7	28	6	88	20	161	1
0.276	1	12	28	7	26	20	161	0
0.276	1	14	28	7	35	20	161	0
0.276	1	4	28	7	93	20	161	1
0.276	1	6	28	7	97	20	161	1
0.277	1	13	28	8	43	20	161	0
0.277	1	5	28	8	54	20	161	0
0.277	1	2	28	8	100	20	161	1
0.277	1	9	28	8	102	20	161	1
0.278	1	3	28	9	62	20	161	0
0.278	1	11	28	9	69	20	161	0
0.278	1	1	28	9	1	20	161	1
0.278	1	10	28	9	14	20	161	1
0.279	1	8	28	10	75	20	161	0
0.279	1	15	28	10	82	20	161	0
0.279	1	12	28	10	26	20	161	1
0.279	1	14	28	10	35	20	161	1
0.28	1	7	29	1	88	20	161	0
0.28	1	4	29	1	93	20	161	0
0.28	1	13	29	1	43	20	161	1
0.28	1	5	29	1	54	20	161	1
0.281	1	6	29	2	97	20	161	0
0.281	1	2	29	2	100	20	161	0
0.281	1	3	29	2	62	20	161	1
0.281	1	11	29	2	69	20	161	1
0.282	1	9	29	3	102	20	161	0
0.282	1	1	29	3	1	20	161	0
0.282	1	8	29	3	75	20	161	1
0.282	1	15	29	3	82	20	161	1
0.283	1	10	29	4	14	20	161	0
0.283	1	12	29	4	26	20	161	0
0.283	1	7	29	4	88	20	161	1
0.283	1	4	29	4	93	20	161	1
0.284	1	14	29	5	35	20	161	0
0.284	1	13	29	5	43	20	161	0
0.284	1	6	29	5	97	20	161	1
0.284	1	2	29	5	100	20	161	1
0.285	1	5	29	6	54	20	161	0
0.285	1	3	29	6	62	20	161	0
0.285	1	9	29	6	102	20	161	1
0.285	1	1	29	6	1	20	161	1
0.286	1	11	29	7	69	20	161	0
0.286	1	8	29	7	75	20	161	0
0.286	1	10	29	7	14	20	161	1
0.286	1	12	29	7	26	20	161	1
0.287	1	15	29	8	82	20	161	0
0.287	1	7	29	8	88	20	161	0
0.287	1	14	29	8	35	20	161	1
0.287	1	13	29	8	43	20	161	1
0.288	1	4	29	9	93	20	161	0
0.288	1	6	29	9	97	20	161	0
0.288	1	5	29	9	54	20	161	1
0.288	1	3	29	9	62	20	161	1
0.289	1	2	29	10	100	20	161	0
0.289	1	9	29	10	102	20	161	0
0.289	1	11	29	10	69	20	161	1
0.289	1	8	29	10	75	20	161	1
0.29	1	1	30	1	1	20	161	0
0.29	1	10	30	1	14	20	161	0
0.29	1	15	30	1	82	20	161	1
0.29	1	7	30	1	88	20	161	1
0.291	1	12	30	2	26	20	161	0
0.291	1	14	30	2	35	20	161	0
0.291	1	4	30	2	93	20	161	1
0.291	1	6	30	2	97	20	161	1
0.292	1	13	30	3	43	20	161	0
0.292	1	5	30	3	54	20	161	0
0.292	1	2	30	3	100	20	161	1
0.292	1	9	30	3	102	20	161	1
0.293	1	3	30	4	62	20	161	0
0.293	1	11	30	4	69	20	161	0
0.293	1	1	30	4	1	20	161	1
0.293	1	10	30	4	14	20	161	1
0.294	1	8	30	5	75	20	161	0
0.294	1	15	30	5	82	20	161	0
0.294	1	12	30	5	26	20	161	1
0.294	1	14	30	5	35	20	161	1
0.295	1	7	30	6	88	20	161	0
0.295	1	4	30	6	93	20	161	0
0.295	1	13	30	6	43	20	161	1
0.295	1	5	30	6	54	20	161	1
0.296	1	6	30	7	97	20	161	0
0.296	1	2	30	7	100	20	161	0
0.296	1	3	30	7	62	20	161	1
0.296	1	11	30	7	69	20	161	1
0.297	1	9	30	8	102	20	161	0
0.297	1	1	30	8	1	20	161	0
0.297	1	8	30	8	75	20	161	1
0.297	1	15	30	8	82	20	161	1
0.298	1	10	30	9	14	20	161	0
0.298	1	12	30	9	26	20	161	0
0.298	1	7	30	9	88	20	161	1
0.298	1	4	30	9	93	20	161	1
0.299	1	14	30	10	35	20	161	0
0.299	1	13	30	10	43	20	161	0
0.299	1	6	30	10	97	20	161	1
0.299	1	2	30	10	100	20	161	1
0.3	1	5	31	1	54	20	161	0
0.3	1	3	31	1	62	20	161	0
0.3	1	9	31	1	102	20	161	1
0.3	1	1	31	1	1	20	161	1
0.301	1	11	31	2	69	20	161	0
0.301	1	8	31	2	75	20	161	0
0.301	1	10	31	2	14	20	161	1
0.301	1	12	31	2	26	20	161	1
0.302	1	15	31	3	82	20	161	0
0.302	1	7	31	3	88	20	161	0
0.302	1	14	31	3	35	20	161	1
0.302	1	13	31	3	43	20	161	1
0.303	1	4	31	4	93	20	161	0
0.303	1	6	31	4	97	20	161	0
0.303	1	5	31	4	54	20	161	1
0.303	1	3	31	4	62	20	161	1
0.304	1	2	31	5	100	20	161	0
0.304	1	9	31	5	102	20	161	0
0.304	1	11	31	5	69	20	161	1
0.304	1	8	31	5	75	20	161	1
0.305	1	1	31	6	1	20	161	0
0.305	1	10	31	6	14	20	161	0
0.305	1	15	31	6	82	20	161	1
0.305	1	7	31	6	88	20	161	1
0.306	1	12	31	7	26	20	161	0
0.306	1	14	31	7	35	20	161	0
0.306	1	4	31	7	93	20	161	1
0.306	1	6	31	7	97	20	161	1
0.307	1	13	31	8	43	20	161	0
0.307	1	5	31	8	54	20	161	0
0.307	1	2	31	8	100	20	161	1
0.307	1	9	31	8	102	20	161	1
0.308	1	3	31	9	62	20	161	0
0.308	1	11	31	9	69	20	161	0
0.308	1	1	31	9	1	20	161	1
0.308	1	10	31	9	14	20	161	1
0.309	1	8	31	10	75	20	161	0
0.309	1	15	31	10	82	20	161	0
0.309	1	12	31	10	26	20	161	1
0.309	1	14	31	10	35	20	161	1
0.31	1	7	32	1	88	20	161	0
0.31	1	4	32	1	93	20	161	0
0.31	1	13	32	1	43	20	161	1
0.31	1	5	32	1	54	20	161	1
0.311	1	6	32	2	97	20	161	0
0.311	1	2	32	2	100	20	161	0
0.311	1	3	32	2	62	20	161	1
0.311	1	11	32	2	69	20	161	1
0.312	1	9	32	3	102	20	161	0
0.312	1	1	32	3	1	20	161	0
0.312	1	8	32	3	75	20	161	1
0.312	1	15	32	3	82	20	161	1
0.313	1	10	32	4	14	20	161	0
0.313	1	12	32	4	26	20	161	0
0.313	1	7	32	4	88	20	161	1
0.313	1	4	32	4	93	20	161	1
0.314	1	14	32	5	35	20	161	0
0.314	1	13	32	5	43	20	161	0
0.314	1	6	32	5	97	20	161	1
0.314	1	2	32	5	100	20	161	1
0.315	1	5	32	6	54	20	161	0
0.315	1	3	32	6	62	20	161	0
0.315	1	9	32	6	102	20	161	1
0.315	1	1	32	6	1	20	161	1
0.316	1	11	32	7	69	20	161	0
0.316	1	8	32	7	75	20	161	0
0.316	1	10	32	7	14	20	161	1
0.316	1	12	32	7	26	20	161	1
0.317	1	15	32	8	82	20	161	0
0.317	1	7	32	8	88	20	161	0
0.317	1	14	32	8	35	20	161	1
0.317	1	13	32	8	43	20	161	1
0.318	1	4	32	9	93	20	161	0
0.318	1	6	32	9	97	20	161	0
0.318	1	5	32	9	54	20	161	1
0.318	1	3	32	9	62	20	161	1
0.319	1	2	32	10	100	20	161	0
0.319	1	9	32	10	102	20	161	0
0.319	1	11	32	10	69	20	161	1
0.319	1	8	32	10	75	20	161	1
0.32	1	1	33	1	1	20	161	0
0.32	1	10	33	1	14	20	161	0
0.32	1	15	33	1	82	20	161	1
0.32	1	7	33	1	88	20	161	1
0.321	1	12	33	2	26	20	161	0
0.321	1	14	33	2	35	20	161	0
0.321	1	4	33	2	93	20	161	1
0.321	1	6	33	2	97	20	161	1
0.322	1	13	33	3	43	20	161	0
0.322	1	5	33	3	54	20	161	0
0.322	1	2	33	3	100	20	161	1
0.322	1	9	33	3	102	20	161	1
0.323	1	3	33	4	62	20	161	0
0.323	1	11	33	4	69	20	161	0
0.323	1	1	33	4	1	20	161	1
0.323	1	10	33	4	14	20	161	1
0.324	1	8	33	5	75	20	161	0
0.324	1	15	33	5	82	20	161	0
0.324	1	12	33	5	26	20	161	1
0.324	1	14	33	5	35	20	161	1
0.325	1	7	33	6	88	20	161	0
0.325	1	4	33	6	93	20	161	0
0.325	1	13	33	6	43	20	161	1
0.325	1	5	33	6	54	20	161	1
0.326	1	6	33	7	97	20	161	0
0.326	1	2	33	7	100	20	161	0
0.326	1	3	33	7	62	20	161	1
0.326	1	11	33	7	69	20	161	1
0.327	1	9	33	8	102	20	161	0
0.327	1	1	33	8	1	20	161	0
0.327	1	8	33	8	75	20	161	1
0.327	1	15	33	8	82	20	161	1
0.328	1	10	33	9	14	20	161	0
0.328	1	12	33	9	26	20	161	0
0.328	1	7	33	9	88	20	161	1
0.328	1	4	33	9	93	20	161	1
0.329	1	14	33	10	35	20	161	0
0.329	1	13	33	10	43	20	161	0
0.329	1	6	33	10	97	20	161	1
0.329	1	2	33	10	100	20	161	1
0.33	1	5	34	1	54	20	161	0
0.33	1	3	34	1	62	20	161	0
0.33	1	9	34	1	102	20	161	1
0.33	1	1	34	1	1	20	161	1
0.331	1	11	34	2	69	20	161	0
0.331	1	8	34	2	75	20	161	0
0.331	1	10	34	2	14	20	161	1
0.331	1	12	34	2	26	20	161	1
0.332	1	15	34	3	82	20	161	0
0.332	1	7	34	3	88	20	161	0
0.332	1	14	34	3	35	20	161	1
0.332	1	13	34	3	43	20	161	1
0.333	1	4	34	4	93	20	161	0
0.333	1	6	34	4	97	20	161	0
0.333	1	5	34	4	54	20	161	1
0.333	1	3	34	4	62	20	161	1
0.334	1	2	34	5	100	20	161	0
0.334	1	9	34	5	102	20	161	0
0.334	1	11	34	5	69	20	161	1
0.334	1	8	34	5	75	20	161	1
0.335	1	1	34	6	1	20	161	0
0.335	1	10	34	6	14	20	161	0
0.335	1	15	34	6	82	20	161	1
0.335	1	7	34	6	88	20	161	1
0.336	1	12	34	7	26	20	161	0
0.336	1	14	34	7	35	20	161	0
0.336	1	4	34	7	93	20	161	1
0.336	1	6	34	7	97	20	161	1
0.337	1	13	34	8	43	20	161	0
0.337	1	5	34	8	54	20	161	0
0.337	1	2	34	8	100	20	161	1
0.337	1	9	34	8	102	20	161	1
0.338	1	3	34	9	62	20	161	0
0.338	1	11	34	9	69	20	161	0
0.338	1	1	34	9	1	20	161	1
0.338	1	10	34	9	14	20	161	1
0.339	1	8	34	10	75	20	161	0
0.339	1	15	34	10	82	20	161	0
0.339	1	12	34	10	26	20	161	1
0.339	1	14	34	10	35	20	161	1
0.34	1	7	35	1	88	20	161	0
0.34	1	4	35	1	93	20	161	0
0.34	1	13	35	1	43	20	161	1
0.34	1	5	35	1	54	20	161	1
0.341	1	6	35	2	97	20	161	0
0.341	1	2	35	2	100	20	161	0
0.341	1	3	35	2	62	20	161	1
0.341	1	11	35	2	69	20	161	1
0.342	1	9	35	3	102	20	161	0
0.342	1	1	35	3	1	20	161	0
0.342	1	8	35	3	75	20	161	1
0.342	1	15	35	3	82	20	161	1
0.343	1	10	35	4	14	20	161	0
0.343	1	12	35	4	26	20	161	0
0.343	1	7	35	4	88	20	161	1
0.343	1	4	35	4	93	20	161	1
0.344	1	14	35	5	35	20	161	0
0.344	1	13	35	5	43	20	161	0
0.344	1	6	35	5	97	20	161	1
0.344	1	2	35	5	100	20	161	1
0.345	1	5	35	6	54	20	161	0
0.345	1	3	35	6	62	20	161	0
0.345	1	9	35	6	102	20	161	1
0.345	1	1	35	6	1	20	161	1
0.346	1	11	35	7	69	20	161	0
0.346	1	8	35	7	75	20	161	0
0.346	1	10	35	7	14	20	161	1
0.346	1	12	35	7	26	20	161	1
0.347	1	15	35	8	82	20	161	0
0.347	1	7	35	8	88	20	161	0
0.347	1	14	35	8	35	20	161	1
0.347	1	13	35	8	43	20	161	1
0.348	1	4	35	9	93	20	161	0
0.348	1	6	35	9	97	20	161	0
0.348	1	5	35	9	54	20	161	1
0.348	1	3	35	9	62	20	161	1
0.349	1	2	35	10	100	20	161	0
0.349	1	9	35	10	102	20	161	0
0.349	1	11	35	10	69	20	161	1
0.349	1	8	35	10	75	20	161	1
0.35	1	1	36	1	1	20	161	0
0.35	1	10	36	1	14	20	161	0
0.35	1	15	36	1	82	20	161	1
0.35	1	7	36	1	88	20	161	1
0.351	1	12	36	2	26	20	161	0
0.351	1	14	36	2	35	20	161	0
0.351	1	4	36	2	93	20	161	1
0.351	1	6	36	2	97	20	161	1
0.352	1	13	36	3	43	20	161	0
0.352	1	5	36	3	54	20	161	0
0.352	1	2	36	3	100	20	161	1
0.352	1	9	36	3	102	20	161	1
0.353	1	3	36	4	62	20	161	0
0.353	1	11	36	4	69	20	161	0
0.353	1	1	36	4	1	20	161	1
0.353	1	10	36	4	14	20	161	1
0.354	1	8	36	5	75	20	161	0
0.354	1	15	36	5	82	20	161	0
0.354	1	12	36	5	26	20	161	1
0.354	1	14	36	5	35	20	161	1
0.355	1	7	36	6	88	20	161	0
0.355	1	4	36	6	93	20	161	0
0.355	1	13	36	6	43	20	161	1
0.355	1	5	36	6	54	20	161	1
0.356	1	6	36	7	97	20	161	0
0.356	1	2	36	7	100	20	161	0
0.356	1	3	36	7	62	20	161	1
0.356	1	11	36	7	69	20	161	1
0.357	1	9	36	8	102	20	161	0
0.357	1	1	36	8	1	20	161	0
0.357	1	8	36	8	75	20	161	1
0.357	1	15	36	8	82	20	161	1
0.358	1	10	36	9	14	20	161	0
0.358	1	12	36	9	26	20	161	0
0.358	1	7	36	9	88	20	161	1
0.358	1	4	36	9	93	20	161	1
0.359	1	14	36	10	35	20	161	0
0.359	1	13	36	10	43	20	161	0
0.359	1	6	36	10	97	20	161	1
0.359	1	2	36	10	100	20	161	1
0.36	1	5	37	1	54	20	161	0
0.36	1	3	37	1	62	20	161	0
0.36	1	9	37	1	102	20	161	1
0.36	1	1	37	1	1	20	161	1
0.361	1	11	37	2	69	20	161	0
0.361	1	8	37	2	75	20	161	0
0.361	1	10	37	2	14	20	161	1
0.361	1	12	37	2	26	20	161	1
0.362	1	15	37	3	82	20	161	0
0.362	1	7	37	3	88	20	161	0
0.362	1	14	37	3	35	20	161	1
0.362	1	13	37	3	43	20	161	1
0.363	1	4	37	4	93	20	161	0
0.363	1	6	37	4	97	20	161	0
0.363	1	5	37	4	54	20	161	1
0.363	1	3	37	4	62	20	161	1
0.364	1	2	37	5	100	20	161	0
0.364	1	9	37	5	102	20	161	0
0.364	1	11	37	5	69	20	161	1
0.364	1	8	37	5	75	20	161	1
0.365	1	1	37	6	1	20	161	0
0.365	1	10	37	6	14	20	161	0
0.365	1	15	37	6	82	20	161	1
0.365	1	7	37	6	88	20	161	1
0.366	1	12	37	7	26	20	161	0
0.366	1	14	37	7	35	20	161	0
0.366	1	4	37	7	93	20	161	1
0.366	1	6	37	7	97	20	161	1
0.367	1	13	37	8	43	20	161	0
0.367	1	5	37	8	54	20	161	0
0.367	1	2	37	8	100	20	161	1
0.367	1	9	37	8	102	20	161	1
0.368	1	3	37	9	62	20	161	0
0.368	1	11	37	9	69	20	161	0
0.368	1	1	37	9	1	20	161	1
0.368	1	10	37	9	14	20	161	1
0.369	1	8	37	10	75	20	161	0
0.369	1	15	37	10	82	20	161	0
0.369	1	12	37	10	26	20	161	1
0.369	1	14	37	10	35	20	161	1
0.37	1	7	38	1	88	20	161	0
0.37	1	4	38	1	93	20	161	0
0.37	1	13	38	1	43	20	161	1
0.37	1	5	38	1	54	20	161	1
0.371	1	6	38	2	97	20	161	0
0.371	1	2	38	2	100	20	161	0
0.371	1	3	38	2	62	20	161	1
0.371	1	11	38	2	69	20	161	1
0.372	1	9	38	3	102	20	161	0
0.372	1	1	38	3	1	20	161	0
0.372	1	8	38	3	75	20	161	1
0.372	1	15	38	3	82	20	161	1
0.373	1	10	38	4	14	20	161	0
0.373	1	12	38	4	26	20	161	0
0.373	1	7	38	4	88	20	161	1
0.373	1	4	38	4	93	20	161	1
0.374	1	14	38	5	35	20	161	0
0.374	1	13	38	5	43	20	161	0
0.374	1	6	38	5	97	20	161	1
0.374	1	2	38	5	100	20	161	1
0.375	1	5	38	6	54	20	161	0
0.375	1	3	38	6	62	20	161	0
0.375	1	9	38	6	102	20	161	1
0.375	1	1	38	6	1	20	161	1
0.376	1	11	38	7	69	20	161	0
0.376	1	8	38	7	75	20	161	0
0.376	1	10	38	7	14	20	161	1
0.376	1	12	38	7	26	20	161	1
0.377	1	15	38	8	82	20	161	0
0.377	1	7	38	8	88	20	161	0
0.377	1	14	38	8	35	20	161	1
0.377	1	13	38	8	43	20	161	1
0.378	1	4	38	9	93	20	161	0
0.378	1	6	38	9	97	20	161	0
0.378	1	5	38	9	54	20	161	1
0.378	1	3	38	9	62	20	161	1
0.379	1	2	38	10	100	20	161	0
0.379	1	9	38	10	102	20	161	0
0.379	1	11	38	10	69	20	161	1
0.379	1	8	38	10	75	20	161	1
0.38	1	1	39	1	1	20	161	0
0.38	1	10	39	1	14	20	161	0
0.38	1	15	39	1	82	20	161	1
0.38	1	7	39	1	88	20	161	1
0.381	1	12	39	2	26	20	161	0
0.381	1	14	39	2	35	20	161	0
0.381	1	4	39	2	93	20	161	1
0.381	1	6	39	2	97	20	161	1
0.382	1	13	39	3	43	20	161	0
0.382	1	5	39	3	54	20	161	0
0.382	1	2	39	3	100	20	161	1
0.382	1	9	39	3	102	20	161	1
0.383	1	3	39	4	62	20	161	0
0.383	1	11	39	4	69	20	161	0
0.383	1	1	39	4	1	20	161	1
0.383	1	10	39	4	14	20	161	1
0.384	1	8	39	5	75	20	161	0
0.384	1	15	39	5	82	20	161	0
0.384	1	12	39	5	26	20	161	1
0.384	1	14	39	5	35	20	161	1
0.385	1	7	39	6	88	20	161	0
0.385	1	4	39	6	93	20	161	0
0.385	1	13	39	6	43	20	161	1
0.385	1	5	39	6	54	20	161	1
0.386	1	6	39	7	97	20	161	0
0.386	1	2	39	7	100	20	161	0
0.386	1	3	39	7	62	20	161	1
0.386	1	11	39	7	69	20	161	1
0.387	1	9	39	8	102	20	161	0
0.387	1	1	39	8	1	20	161	0
0.387	1	8	39	8	75	20	161	1
