% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
219	2	5	54	0	20	161	0	1	1
220	1	9	102	0	20	161	0	1	0
220	1	2	100	0	20	161	0	1	0
220	2	11	69	0	20	161	0	1	1
220	2	8	75	0	20	161	0	1	1
221	1	10	14	0	20	161	0	1	0
221	1	1	1	0	20	161	0	1	0
221	2	15	82	0	20	161	0	1	1
221	2	7	88	0	20	161	0	1	1
222	1	12	26	0	20	161	0	1	0
222	1	14	35	0	20	161	0	1	0
222	2	4	93	0	20	161	0	1	1
222	2	6	97	0	20	161	0	1	1
223	1	5	54	0	20	161	0	1	0
223	1	13	43	0	20	161	0	1	0
223	2	2	100	0	20	161	0	1	1
223	2	9	102	0	20	161	0	1	1
224	1	3	62	0	20	161	0	1	0
224	1	11	69	0	20	161	0	1	0
224	2	1	1	0	20	161	0	1	1
224	2	10	14	0	20	161	0	1	1
225	1	15	82	0	20	161	0	1	0
225	1	8	75	0	20	161	0	1	0
225	2	12	26	0	20	161	0	1	1
225	2	14	35	0	20	161	0	1	1
226	1	7	88	0	20	161	0	1	0
226	1	4	93	0	20	161	0	1	0
226	2	13	43	0	20	161	0	1	1
226	2	5	54	0	20	161	0	1	1
227	1	6	97	0	20	161	0	1	0
227	1	2	100	0	20	161	0	1	0
227	2	11	69	0	20	161	0	1	1
227	2	3	62	0	20	161	0	1	1
228	1	9	102	0	20	161	0	1	0
228	1	1	1	0	20	161	0	1	0
228	2	15	82	0	20	161	0	1	1
228	2	8	75	0	20	161	0	1	1
229	1	10	14	0	20	161	0	1	0
229	1	12	26	0	20	161	0	1	0
229	2	4	93	0	20	161	0	1	1
229	2	7	88	0	20	161	0	1	1
230	1	14	35	0	20	161	0	1	0
230	1	13	43	0	20	161	0	1	0
230	2	2	100	0	20	161	0	1	1
230	2	6	97	0	20	161	0	1	1
231	1	5	54	0	20	161	0	1	0
231	1	3	62	0	20	161	0	1	0
231	2	1	1	0	20	161	0	1	1
231	2	9	102	0	20	161	0	1	1
232	1	8	75	0	20	161	0	1	0
232	1	11	69	0	20	161	0	1	0
232	2	12	26	0	20	161	0	1	1
232	2	10	14	0	20	161	0	1	1
233	1	7	88	0	20	161	0	1	0
233	1	15	82	0	20	161	0	1	0
233	2	13	43	0	20	161	0	1	1
233	2	14	35	0	20	161	0	1	1
234	1	6	97	0	20	161	0	1	0
234	1	4	93	0	20	161	0	1	0
234	2	3	62	0	20	161	0	1	1
234	2	5	54	0	20	161	0	1	1
235	1	9	102	0	20	161	0	1	0
235	1	2	100	0	20	161	0	1	0
235	2	11	69	0	20	161	0	1	1
235	2	8	75	0	20	161	0	1	1
236	1	10	14	0	20	161	0	1	0
236	1	1	1	0	20	161	0	1	0
236	2	15	82	0	20	161	0	1	1
236	2	7	88	0	20	161	0	1	1
237	1	12	26	0	20	161	0	1	0
237	1	14	35	0	20	161	0	1	0
237	2	4	93	0	20	161	0	1	1
237	2	6	97	0	20	161	0	1	1
238	1	5	54	0	20	161	0	1	0
238	1	13	43	0	20	161	0	1	0
238	2	2	100	0	20	161	0	1	1
238	2	9	102	0	20	161	0	1	1
239	1	3	62	0	20	161	0	1	0
239	1	11	69	0	20	161	0	1	0
239	2	1	1	0	20	161	0	1	1
239	2	10	14	0	20	161	0	1	1
240	1	15	82	0	20	161	0	1	0
240	1	8	75	0	20	161	0	1	0
240	2	12	26	0	20	161	0	1	1
240	2	14	35	0	20	161	0	1	1
241	1	7	88	0	20	161	0	1	0
241	1	4	93	0	20	161	0	1	0
241	2	13	43	0	20	161	0	1	1
241	2	5	54	0	20	161	0	1	1
242	1	6	97	0	20	161	0	1	0
242	1	2	100	0	20	161	0	1	0
242	2	11	69	0	20	161	0	1	1
242	2	3	62	0	20	161	0	1	1
243	1	9	102	0	20	161	0	1	0
243	1	1	1	0	20	161	0	1	0
243	2	15	82	0	20	161	0	1	1
243	2	8	75	0	20	161	0	1	1
244	1	10	14	0	20	161	0	1	0
244	1	12	26	0	20	161	0	1	0
244	2	4	93	0	20	161	0	1	1
244	2	7	88	0	20	161	0	1	1
245	1	14	35	0	20	161	0	1	0
245	1	13	43	0	20	161	0	1	0
245	2	2	100	0	20	161	0	1	1
245	2	6	97	0	20	161	0	1	1
246	1	5	54	0	20	161	0	1	0
246	1	3	62	0	20	161	0	1	0
246	2	1	1	0	20	161	0	1	1
246	2	9	102	0	20	161	0	1	1
247	1	8	75	0	20	161	0	1	0
247	1	11	69	0	20	161	0	1	0
247	2	12	26	0	20	161	0	1	1
247	2	10	14	0	20	161	0	1	1
248	1	7	88	0	20	161	0	1	0
248	1	15	82	0	20	161	0	1	0
248	2	13	43	0	20	161	0	1	1
248	2	14	35	0	20	161	0	1	1
249	1	6	97	0	20	161	0	1	0
249	1	4	93	0	20	161	0	1	0
249	2	3	62	0	20	161	0	1	1
249	2	5	54	0	20	161	0	1	1
250	1	9	102	0	20	161	0	1	0
250	1	2	100	0	20	161	0	1	0
250	2	11	69	0	20	161	0	1	1
250	2	8	75	0	20	161	0	1	1
251	1	10	14	0	20	161	0	1	0
251	1	1	1	0	20	161	0	1	0
251	2	15	82	0	20	161	0	1	1
251	2	7	88	0	20	161	0	1	1
252	1	12	26	0	20	161	0	1	0
252	1	14	35	0	20	161	0	1	0
252	2	4	93	0	20	161	0	1	1
252	2	6	97	0	20	161	0	1	1
253	1	5	54	0	20	161	0	1	0
253	1	13	43	0	20	161	0	1	0
253	2	2	100	0	20	161	0	1	1
253	2	9	102	0	20	161	0	1	1
254	1	3	62	0	20	161	0	1	0
254	1	11	69	0	20	161	0	1	0
254	2	1	1	0	20	161	0	1	1
254	2	10	14	0	20	161	0	1	1
255	1	15	82	0	20	161	0	1	0
255	1	8	75	0	20	161	0	1	0
255	2	12	26	0	20	161	0	1	1
255	2	14	35	0	20	161	0	1	1
256	1	7	88	0	20	161	0	1	0
256	1	4	93	0	20	161	0	1	0
256	2	13	43	0	20	161	0	1	1
256	2	5	54	0	20	161	0	1	1
257	1	6	97	0	20	161	0	1	0
257	1	2	100	0	20	161	0	1	0
257	2	11	69	0	20	161	0	1	1
257	2	3	62	0	20	161	0	1	1
258	1	9	102	0	20	161	0	1	0
258	1	1	1	0	20	161	0	1	0
258	2	15	82	0	20	161	0	1	1
258	2	8	75	0	20	161	0	1	1
259	1	10	14	0	20	161	0	1	0
259	1	12	26	0	20	161	0	1	0
259	2	4	93	0	20	161	0	1	1
259	2	7	88	0	20	161	0	1	1
260	1	14	35	0	20	161	0	1	0
260	1	13	43	0	20	161	0	1	0
260	2	2	100	0	20	161	0	1	1
260	2	6	97	0	20	161	0	1	1
261	1	5	54	0	20	161	0	1	0
261	1	3	62	0	20	161	0	1	0
261	2	1	1	0	20	161	0	1	1
261	2	9	102	0	20	161	0	1	1
262	1	8	75	0	20	161	0	1	0
262	1	11	69	0	20	161	0	1	0
262	2	12	26	0	20	161	0	1	1
262	2	10	14	0	20	161	0	1	1
263	1	7	88	0	20	161	0	1	0
263	1	15	82	0	20	161	0	1	0
263	2	13	43	0	20	161	0	1	1
263	2	14	35	0	20	161	0	1	1
264	1	6	97	0	20	161	0	1	0
264	1	4	93	0	20	161	0	1	0
264	2	3	62	0	20	161	0	1	1
264	2	5	54	0	20	161	0	1	1
265	1	9	102	0	20	161	0	1	0
265	1	2	100	0	20	161	0	1	0
265	2	11	69	0	20	161	0	1	1
265	2	8	75	0	20	161	0	1	1
266	1	10	14	0	20	161	0	1	0
266	1	1	1	0	20	161	0	1	0
266	2	15	82	0	20	161	0	1	1
266	2	7	88	0	20	161	0	1	1
267	1	12	26	0	20	161	0	1	0
267	1	14	35	0	20	161	0	1	0
267	2	4	93	0	20	161	0	1	1
267	2	6	97	0	20	161	0	1	1
268	1	5	54	0	20	161	0	1	0
268	1	13	43	0	20	161	0	1	0
268	2	2	100	0	20	161	0	1	1
268	2	9	102	0	20	161	0	1	1
269	1	3	62	0	20	161	0	1	0
269	1	11	69	0	20	161	0	1	0
269	2	1	1	0	20	161	0	1	1
269	2	10	14	0	20	161	0	1	1
270	1	15	82	0	20	161	0	1	0
270	1	8	75	0	20	161	0	1	0
270	2	12	26	0	20	161	0	1	1
270	2	14	35	0	20	161	0	1	1
271	1	7	88	0	20	161	0	1	0
271	1	4	93	0	20	161	0	1	0
271	2	13	43	0	20	161	0	1	1
271	2	5	54	0	20	161	0	1	1
272	1	6	97	0	20	161	0	1	0
272	1	2	100	0	20	161	0	1	0
272	2	11	69	0	20	161	0	1	1
272	2	3	62	0	20	161	0	1	1
273	1	9	102	0	20	161	0	1	0
273	1	1	1	0	20	161	0	1	0
273	2	15	82	0	20	161	0	1	1
273	2	8	75	0	20	161	0	1	1
274	1	10	14	0	20	161	0	1	0
274	1	12	26	0	20	161	0	1	0
274	2	4	93	0	20	161	0	1	1
274	2	7	88	0	20	161	0	1	1
275	1	14	35	0	20	161	0	1	0
275	1	13	43	0	20	161	0	1	0
275	2	2	100	0	20	161	0	1	1
275	2	6	97	0	20	161	0	1	1
276	1	5	54	0	20	161	0	1	0
276	1	3	62	0	20	161	0	1	0
276	2	1	1	0	20	161	0	1	1
276	2	9	102	0	20	161	0	1	1
277	1	8	75	0	20	161	0	1	0
277	1	11	69	0	20	161	0	1	0
277	2	12	26	0	20	161	0	1	1
277	2	10	14	0	20	161	0	1	1
278	1	7	88	0	20	161	0	1	0
278	1	15	82	0	20	161	0	1	0
278	2	13	43	0	20	161	0	1	1
278	2	14	35	0	20	161	0	1	1
279	1	6	97	0	20	161	0	1	0
279	1	4	93	0	20	161	0	1	0
279	2	3	62	0	20	161	0	1	1
279	2	5	54	0	20	161	0	1	1
280	1	9	102	0	20	161	0	1	0
280	1	2	100	0	20	161	0	1	0
280	2	11	69	0	20	161	0	1	1
280	2	8	75	0	20	161	0	1	1
281	1	10	14	0	20	161	0	1	0
281	1	1	1	0	20	161	0	1	0
281	2	15	82	0	20	161	0	1	1
281	2	7	88	0	20	161	0	1	1
282	1	12	26	0	20	161	0	1	0
282	1	14	35	0	20	161	0	1	0
282	2	4	93	0	20	161	0	1	1
282	2	6	97	0	20	161	0	1	1
283	1	5	54	0	20	161	0	1	0
283	1	13	43	0	20	161	0	1	0
283	2	2	100	0	20	161	0	1	1
283	2	9	102	0	20	161	0	1	1
284	1	3	62	0	20	161	0	1	0
284	1	11	69	0	20	161	0	1	0
284	2	1	1	0	20	161	0	1	1
284	2	10	14	0	20	161	0	1	1
285	1	15	82	0	20	161	0	1	0
285	1	8	75	0	20	161	0	1	0
285	2	12	26	0	20	161	0	1	1
285	2	14	35	0	20	161	0	1	1
286	1	7	88	0	20	161	0	1	0
286	1	4	93	0	20	161	0	1	0
286	2	13	43	0	20	161	0	1	1
286	2	5	54	0	20	161	0	1	1
287	1	6	97	0	20	161	0	1	0
287	1	2	100	0	20	161	0	1	0
287	2	11	69	0	20	161	0	1	1
287	2	3	62	0	20	161	0	1	1
288	1	9	102	0	20	161	0	1	0
288	1	1	1	0	20	161	0	1	0
288	2	15	82	0	20	161	0	1	1
288	2	8	75	0	20	161	0	1	1
289	1	10	14	0	20	161	0	1	0
289	1	12	26	0	20	161	0	1	0
289	2	4	93	0	20	161	0	1	1
289	2	7	88	0	20	161	0	1	1
290	1	14	35	0	20	161	0	1	0
290	1	13	43	0	20	161	0	1	0
290	2	2	100	0	20	161	0	1	1
290	2	6	97	0	20	161	0	1	1
291	1	5	54	0	20	161	0	1	0
291	1	3	62	0	20	161	0	1	0
291	2	1	1	0	20	161	0	1	1
291	2	9	102	0	20	161	0	1	1
292	1	8	75	0	20	161	0	1	0
292	1	11	69	0	20	161	0	1	0
292	2	12	26	0	20	161	0	1	1
292	2	10	14	0	20	161	0	1	1
293	1	7	88	0	20	161	0	1	0
293	1	15	82	0	20	161	0	1	0
293	2	13	43	0	20	161	0	1	1
293	2	14	35	0	20	161	0	1	1
294	1	6	97	0	20	161	0	1	0
294	1	4	93	0	20	161	0	1	0
294	2	3	62	0	20	161	0	1	1
294	2	5	54	0	20	161	0	1	1
295	1	9	102	0	20	161	0	1	0
295	1	2	100	0	20	161	0	1	0
295	2	11	69	0	20	161	0	1	1
295	2	8	75	0	20	161	0	1	1
296	1	10	14	0	20	161	0	1	0
296	1	1	1	0	20	161	0	1	0
296	2	15	82	0	20	161	0	1	1
296	2	7	88	0	20	161	0	1	1
297	1	12	26	0	20	161	0	1	0
297	1	14	35	0	20	161	0	1	0
297	2	4	93	0	20	161	0	1	1
297	2	6	97	0	20	161	0	1	1
298	1	5	54	0	20	161	0	1	0
298	1	13	43	0	20	161	0	1	0
298	2	2	100	0	20	161	0	1	1
298	2	9	102	0	20	161	0	1	1
299	1	3	62	0	20	161	0	1	0
299	1	11	69	0	20	161	0	1	0
299	2	1	1	0	20	161	0	1	1
299	2	10	14	0	20	161	0	1	1
300	1	15	82	0	20	161	0	1	0
300	1	8	75	0	20	161	0	1	0
300	2	12	26	0	20	161	0	1	1
300	2	14	35	0	20	161	0	1	1
301	1	7	88	0	20	161	0	1	0
301	1	4	93	0	20	161	0	1	0
301	2	13	43	0	20	161	0	1	1
301	2	5	54	0	20	161	0	1	1
302	1	6	97	0	20	161	0	1	0
302	1	2	100	0	20	161	0	1	0
302	2	11	69	0	20	161	0	1	1
302	2	3	62	0	20	161	0	1	1
303	1	9	102	0	20	161	0	1	0
303	1	1	1	0	20	161	0	1	0
303	2	15	82	0	20	161	0	1	1
303	2	8	75	0	20	161	0	1	1
304	1	10	14	0	20	161	0	1	0
304	1	12	26	0	20	161	0	1	0
304	2	4	93	0	20	161	0	1	1
304	2	7	88	0	20	161	0	1	1
305	1	14	35	0	20	161	0	1	0
305	1	13	43	0	20	161	0	1	0
305	2	2	100	0	20	161	0	1	1
305	2	6	97	0	20	161	0	1	1
306	1	5	54	0	20	161	0	1	0
306	1	3	62	0	20	161	0	1	0
306	2	1	1	0	20	161	0	1	1
306	2	9	102	0	20	161	0	1	1
307	1	8	75	0	20	161	0	1	0
307	1	11	69	0	20	161	0	1	0
307	2	12	26	0	20	161	0	1	1
307	2	10	14	0	20	161	0	1	1
308	1	7	88	0	20	161	0	1	0
308	1	15	82	0	20	161	0	1	0
308	2	13	43	0	20	161	0	1	1
308	2	14	35	0	20	161	0	1	1
309	1	6	97	0	20	161	0	1	0
309	1	4	93	0	20	161	0	1	0
309	2	3	62	0	20	161	0	1	1
309	2	5	54	0	20	161	0	1	1
310	1	9	102	0	20	161	0	1	0
310	1	2	100	0	20	161	0	1	0
310	2	11	69	0	20	161	0	1	1
310	2	8	75	0	20	161	0	1	1
311	1	10	14	0	20	161	0	1	0
311	1	1	1	0	20	161	0	1	0
311	2	15	82	0	20	161	0	1	1
311	2	7	88	0	20	161	0	1	1
312	1	12	26	0	20	161	0	1	0
312	1	14	35	0	20	161	0	1	0
312	2	4	93	0	20	161	0	1	1
312	2	6	97	0	20	161	0	1	1
313	1	5	54	0	20	161	0	1	0
313	1	13	43	0	20	161	0	1	0
313	2	2	100	0	20	161	0	1	1
313	2	9	102	0	20	161	0	1	1
314	1	3	62	0	20	161	0	1	0
314	1	11	69	0	20	161	0	1	0
314	2	1	1	0	20	161	0	1	1
314	2	10	14	0	20	161	0	1	1
315	1	15	82	0	20	161	0	1	0
315	1	8	75	0	20	161	0	1	0
315	2	12	26	0	20	161	0	1	1
315	2	14	35	0	20	161	0	1	1
316	1	7	88	0	20	161	0	1	0
316	1	4	93	0	20	161	0	1	0
316	2	13	43	0	20	161	0	1	1
316	2	5	54	0	20	161	0	1	1
317	1	6	97	0	20	161	0	1	0
317	1	2	100	0	20	161	0	1	0
317	2	11	69	0	20	161	0	1	1
317	2	3	62	0	20	161	0	1	1
318	1	9	102	0	20	161	0	1	0
318	1	1	1	0	20	161	0	1	0
318	2	15	82	0	20	161	0	1	1
318	2	8	75	0	20	161	0	1	1
319	1	10	14	0	20	161	0	1	0
319	1	12	26	0	20	161	0	1	0
319	2	4	93	0	20	161	0	1	1
319	2	7	88	0	20	161	0	1	1
320	1	14	35	0	20	161	0	1	0
320	1	13	43	0	20	161	0	1	0
320	2	2	100	0	20	161	0	1	1
320	2	6	97	0	20	161	0	1	1
321	1	5	54	0	20	161	0	1	0
321	1	3	62	0	20	161	0	1	0
321	2	1	1	0	20	161	0	1	1
321	2	9	102	0	20	161	0	1	1
322	1	8	75	0	20	161	0	1	0
322	1	11	69	0	20	161	0	1	0
322	2	12	26	0	20	161	0	1	1
322	2	10	14	0	20	161	0	1	1
323	1	7	88	0	20	161	0	1	0
323	1	15	82	0	20	161	0	1	0
323	2	13	43	0	20	161	0	1	1
323	2	14	35	0	20	161	0	1	1
324	1	6	97	0	20	161	0	1	0
324	1	4	93	0	20	161	0	1	0
324	2	3	62	0	20	161	0	1	1
324	2	5	54	0	20	161	0	1	1
325	1	9	102	0	20	161	0	1	0
325	1	2	100	0	20	161	0	1	0
325	2	11	69	0	20	161	0	1	1
325	2	8	75	0	20	161	0	1	1
326	1	10	14	0	20	161	0	1	0
326	1	1	1	0	20	161	0	1	0
326	2	15	82	0	20	161	0	1	1
326	2	7	88	0	20	161	0	1	1
327	1	12	26	0	20	161	0	1	0
327	1	14	35	0	20	161	0	1	0
327	2	4	93	0	20	161	0	1	1
327	2	6	97	0	20	161	0	1	1
328	1	5	54	0	20	161	0	1	0
328	1	13	43	0	20	161	0	1	0
328	2	2	100	0	20	161	0	1	1
328	2	9	102	0	20	161	0	1	1
329	1	3	62	0	20	161	0	1	0
329	1	11	69	0	20	161	0	1	0
329	2	1	1	0	20	161	0	1	1
329	2	10	14	0	20	161	0	1	1
330	1	15	82	0	20	161	0	1	0
330	1	8	75	0	20	161	0	1	0
330	2	12	26	0	20	161	0	1	1
330	2	14	35	0	20	161	0	1	1
331	1	7	88	0	20	161	0	1	0
331	1	4	93	0	20	161	0	1	0
331	2	13	43	0	20	161	0	1	1
331	2	5	54	0	20	161	0	1	1
332	1	6	97	0	20	161	0	1	0
332	1	2	100	0	20	161	0	1	0
332	2	11	69	0	20	161	0	1	1
332	2	3	62	0	20	161	0	1	1
333	1	9	102	0	20	161	0	1	0
333	1	1	1	0	20	161	0	1	0
333	2	15	82	0	20	161	0	1	1
333	2	8	75	0	20	161	0	1	1
334	1	10	14	0	20	161	0	1	0
334	1	12	26	0	20	161	0	1	0
334	2	4	93	0	20	161	0	1	1
334	2	7	88	0	20	161	0	1	1
335	1	14	35	0	20	161	0	1	0
335	1	13	43	0	20	161	0	1	0
335	2	2	100	0	20	161	0	1	1
335	2	6	97	0	20	161	0	1	1
336	1	5	54	0	20	161	0	1	0
336	1	3	62	0	20	161	0	1	0
336	2	1	1	0	20	161	0	1	1
336	2	9	102	0	20	161	0	1	1
337	1	8	75	0	20	161	0	1	0
337	1	11	69	0	20	161	0	1	0
337	2	12	26	0	20	161	0	1	1
337	2	10	14	0	20	161	0	1	1
338	1	7	88	0	20	161	0	1	0
338	1	15	82	0	20	161	0	1	0
338	2	13	43	0	20	161	0	1	1
338	2	14	35	0	20	161	0	1	1
339	1	6	97	0	20	161	0	1	0
339	1	4	93	0	20	161	0	1	0
339	2	3	62	0	20	161	0	1	1
339	2	5	54	0	20	161	0	1	1
340	1	9	102	0	20	161	0	1	0
340	1	2	100	0	20	161	0	1	0
340	2	11	69	0	20	161	0	1	1
340	2	8	75	0	20	161	0	1	1
341	1	10	14	0	20	161	0	1	0
341	1	1	1	0	20	161	0	1	0
341	2	15	82	0	20	161	0	1	1
341	2	7	88	0	20	161	0	1	1
342	1	12	26	0	20	161	0	1	0
342	1	14	35	0	20	161	0	1	0
342	2	4	93	0	20	161	0	1	1
342	2	6	97	0	20	161	0	1	1
343	1	5	54	0	20	161	0	1	0
343	1	13	43	0	20	161	0	1	0
343	2	2	100	0	20	161	0	1	1
343	2	9	102	0	20	161	0	1	1
344	1	3	62	0	20	161	0	1	0
344	1	11	69	0	20	161	0	1	0
344	2	1	1	0	20	161	0	1	1
344	2	10	14	0	20	161	0	1	1
345	1	15	82	0	20	161	0	1	0
345	1	8	75	0	20	161	0	1	0
345	2	12	26	0	20	161	0	1	1
345	2	14	35	0	20	161	0	1	1
346	1	7	88	0	20	161	0	1	0
346	1	4	93	0	20	161	0	1	0
346	2	13	43	0	20	161	0	1	1
346	2	5	54	0	20	161	0	1	1
347	1	6	97	0	20	161	0	1	0
347	1	2	100	0	20	161	0	1	0
347	2	11	69	0	20	161	0	1	1
347	2	3	62	0	20	161	0	1	1
348	1	9	102	0	20	161	0	1	0
348	1	1	1	0	20	161	0	1	0
348	2	15	82	0	20	161	0	1	1
348	2	8	75	0	20	161	0	1	1
349	1	10	14	0	20	161	0	1	0
349	1	12	26	0	20	161	0	1	0
349	2	4	93	0	20	161	0	1	1
349	2	7	88	0	20	161	0	1	1
350	1	14	35	0	20	161	0	1	0
350	1	13	43	0	20	161	0	1	0
350	2	2	100	0	20	161	0	1	1
350	2	6	97	0	20	161	0	1	1
351	1	5	54	0	20	161	0	1	0
351	1	3	62	0	20	161	0	1	0
351	2	1	1	0	20	161	0	1	1
351	2	9	102	0	20	161	0	1	1
352	1	8	75	0	20	161	0	1	0
352	1	11	69	0	20	161	0	1	0
352	2	12	26	0	20	161	0	1	1
352	2	10	14	0	20	161	0	1	1
353	1	7	88	0	20	161	0	1	0
353	1	15	82	0	20	161	0	1	0
353	2	13	43	0	20	161	0	1	1
353	2	14	35	0	20	161	0	1	1
354	1	6	97	0	20	161	0	1	0
354	1	4	93	0	20	161	0	1	0
354	2	3	62	0	20	161	0	1	1
354	2	5	54	0	20	161	0	1	1
355	1	9	102	0	20	161	0	1	0
355	1	2	100	0	20	161	0	1	0
355	2	11	69	0	20	161	0	1	1
355	2	8	75	0	20	161	0	1	1
356	1	10	14	0	20	161	0	1	0
356	1	1	1	0	20	161	0	1	0
356	2	15	82	0	20	161	0	1	1
356	2	7	88	0	20	161	0	1	1
357	1	12	26	0	20	161	0	1	0
357	1	14	35	0	20	161	0	1	0
357	2	4	93	0	20	161	0	1	1
357	2	6	97	0	20	161	0	1	1
358	1	5	54	0	20	161	0	1	0
358	1	13	43	0	20	161	0	1	0
358	2	2	100	0	20	161	0	1	1
358	2	9	102	0	20	161	0	1	1
359	1	3	62	0	20	161	0	1	0
359	1	11	69	0	20	161	0	1	0
359	2	1	1	0	20	161	0	1	1
359	2	10	14	0	20	161	0	1	1
360	1	15	82	0	20	161	0	1	0
360	1	8	75	0	20	161	0	1	0
360	2	12	26	0	20	161	0	1	1
360	2	14	35	0	20	161	0	1	1
361	1	7	88	0	20	161	0	1	0
361	1	4	93	0	20	161	0	1	0
361	2	13	43	0	20	161	0	1	1
361	2	5	54	0	20	161	0	1	1
362	1	6	97	0	20	161	0	1	0
362	1	2	100	0	20	161	0	1	0
362	2	11	69	0	20	161	0	1	1
362	2	3	62	0	20	161	0	1	1
363	1	9	102	0	20	161	0	1	0
363	1	1	1	0	20	161	0	1	0
363	2	15	82	0	20	161	0	1	1
363	2	8	75	0	20	161	0	1	1
364	1	10	14	0	20	161	0	1	0
364	1	12	26	0	20	161	0	1	0
364	2	4	93	0	20	161	0	1	1
364	2	7	88	0	20	161	0	1	1
365	1	14	35	0	20	161	0	1	0
365	1	13	43	0	20	161	0	1	0
365	2	2	100	0	20	161	0	1	1
365	2	6	97	0	20	161	0	1	1
366	1	5	54	0	20	161	0	1	0
366	1	3	62	0	20	161	0	1	0
366	2	1	1	0	20	161	0	1	1
366	2	9	102	0	20	161	0	1	1
367	1	8	75	0	20	161	0	1	0
367	1	11	69	0	20	161	0	1	0
367	2	12	26	0	20	161	0	1	1
367	2	10	14	0	20	161	0	1	1
368	1	7	88	0	20	161	0	1	0
368	1	15	82	0	20	161	0	1	0
368	2	13	43	0	20	161	0	1	1
368	2	14	35	0	20	161	0	1	1
369	1	6	97	0	20	161	0	1	0
369	1	4	93	0	20	161	0	1	0
369	2	3	62	0	20	161	0	1	1
369	2	5	54	0	20	161	0	1	1
370	1	9	102	0	20	161	0	1	0
370	1	2	100	0	20	161	0	1	0
370	2	11	69	0	20	161	0	1	1
370	2	8	75	0	20	161	0	1	1
371	1	10	14	0	20	161	0	1	0
371	1	1	1	0	20	161	0	1	0
371	2	15	82	0	20	161	0	1	1
371	2	7	88	0	20	161	0	1	1
372	1	12	26	0	20	161	0	1	0
372	1	14	35	0	20	161	0	1	0
372	2	4	93	0	20	161	0	1	1
372	2	6	97	0	20	161	0	1	1
373	1	5	54	0	20	161	0	1	0
373	1	13	43	0	20	161	0	1	0
373	2	2	100	0	20	161	0	1	1
373	2	9	102	0	20	161	0	1	1
374	1	3	62	0	20	161	0	1	0
374	1	11	69	0	20	161	0	1	0
374	2	1	1	0	20	161	0	1	1
374	2	10	14	0	20	161	0	1	1
375	1	15	82	0	20	161	0	1	0
375	1	8	75	0	20	161	0	1	0
375	2	12	26	0	20	161	0	1	1
375	2	14	35	0	20	161	0	1	1
376	1	7	88	0	20	161	0	1	0
376	1	4	93	0	20	161	0	1	0
376	2	13	43	0	20	161	0	1	1
376	2	5	54	0	20	161	0	1	1
377	1	6	97	0	20	161	0	1	0
377	1	2	100	0	20	161	0	1	0
377	2	11	69	0	20	161	0	1	1
377	2	3	62	0	20	161	0	1	1
378	1	9	102	0	20	161	0	1	0
378	1	1	1	0	20	161	0	1	0
378	2	15	82	0	20	161	0	1	1
378	2	8	75	0	20	161	0	1	1
379	1	10	14	0	20	161	0	1	0
379	1	12	26	0	20	161	0	1	0
379	2	4	93	0	20	161	0	1	1
379	2	7	88	0	20	161	0	1	1
380	1	14	35	0	20	161	0	1	0
380	1	13	43	0	20	161	0	1	0
380	2	2	100	0	20	161	0	1	1
380	2	6	97	0	20	161	0	1	1
381	1	5	54	0	20	161	0	1	0
381	1	3	62	0	20	161	0	1	0
381	2	1	1	0	20	161	0	1	1
381	2	9	102	0	20	161	0	1	1
382	1	8	75	0	20	161	0	1	0
382	1	11	69	0	20	161	0	1	0
382	2	12	26	0	20	161	0	1	1
382	2	10	14	0	20	161	0	1	1
383	1	7	88	0	20	161	0	1	0
383	1	15	82	0	20	161	0	1	0
383	2	13	43	0	20	161	0	1	1
383	2	14	35	0	20	161	0	1	1
384	1	6	97	0	20	161	0	1	0
384	1	4	93	0	20	161	0	1	0
384	2	3	62	0	20	161	0	1	1
384	2	5	54	0	20	161	0	1	1
385	1	9	102	0	20	161	0	1	0
385	1	2	100	0	20	161	0	1	0
385	2	11	69	0	20	161	0	1	1
385	2	8	75	0	20	161	0	1	1
386	1	10	14	0	20	161	0	1	0
386	1	1	1	0	20	161	0	1	0
386	2	15	82	0	20	161	0	1	1
386	2	7	88	0	20	161	0	1	1
387	1	12	26	0	20	161	0	1	0
387	1	14	35	0	20	161	0	1	0
387	2	4	93	0	20	161	0	1	1
387	2	6	97	0	20	161	0	1	1
388	1	5	54	0	20	161	0	1	0
388	1	13	43	0	20	161	0	1	0
388	2	2	100	0	20	161	0	1	1
388	2	9	102	0	20	161	0	1	1
389	1	3	62	0	20	161	0	1	0
389	1	11	69	0	20	161	0	1	0
389	2	1	1	0	20	161	0	1	1
389	2	10	14	0	20	161	0	1	1
390	1	15	82	0	20	161	0	1	0
390	1	8	75	0	20	161	0	1	0
390	2	12	26	0	20	161	0	1	1
390	2	14	35	0	20	161	0	1	1
391	1	7	88	0	20	161	0	1	0
391	1	4	93	0	20	161	0	1	0
391	2	13	43	0	20	161	0	1	1
391	2	5	54	0	20	161	0	1	1
392	1	6	97	0	20	161	0	1	0
392	1	2	100	0	20	161	0	1	0
392	2	11	69	0	20	161	0	1	1
392	2	3	62	0	20	161	0	1	1
393	1	9	102	0	20	161	0	1	0
393	1	1	1	0	20	161	0	1	0
393	2	15	82	0	20	161	0	1	1
393	2	8	75	0	20	161	0	1	1
394	1	10	14	0	20	161	0	1	0
