% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.366	1	14	37	7	35	28	549	0	0	0
0.366	1	14	37	7	35	28	549	0	0	1
0.367	1	15	37	8	82	28	549	0	0	0
0.367	1	15	37	8	82	28	549	0	0	1
0.368	1	13	37	9	43	28	549	0	0	0
0.368	1	13	37	9	43	28	549	0	0	1
0.369	1	7	37	10	88	28	549	0	0	0
0.369	1	7	37	10	88	28	549	0	0	1
0.37	1	5	38	1	54	28	549	0	0	0
0.37	1	5	38	1	54	28	549	0	0	1
0.371	1	1	38	2	1	28	549	0	0	0
0.371	1	1	38	2	1	28	549	0	0	1
0.372	1	4	38	3	93	28	549	0	0	0
0.372	1	4	38	3	93	28	549	0	0	1
0.373	1	3	38	4	62	28	549	0	0	0
0.373	1	3	38	4	62	28	549	0	0	1
0.374	1	10	38	5	14	28	549	0	0	0
0.374	1	10	38	5	14	28	549	0	0	1
0.375	1	6	38	6	97	28	549	0	0	0
0.375	1	6	38	6	97	28	549	0	0	1
0.376	1	11	38	7	69	28	549	0	0	0
0.376	1	11	38	7	69	28	549	0	0	1
0.377	1	12	38	8	26	28	549	0	0	0
0.377	1	12	38	8	26	28	549	0	0	1
0.378	1	2	38	9	100	28	549	0	0	0
0.378	1	2	38	9	100	28	549	0	0	1
0.379	1	9	38	10	102	28	549	0	0	0
0.379	1	9	38	10	102	28	549	0	0	1
0.38	1	8	39	1	75	28	549	0	0	0
0.38	1	8	39	1	75	28	549	0	0	1
0.381	1	14	39	2	35	28	549	0	0	0
0.381	1	14	39	2	35	28	549	0	0	1
0.382	1	15	39	3	82	28	549	0	0	0
0.382	1	15	39	3	82	28	549	0	0	1
0.383	1	13	39	4	43	28	549	0	0	0
0.383	1	13	39	4	43	28	549	0	0	1
0.384	1	7	39	5	88	28	549	0	0	0
0.384	1	7	39	5	88	28	549	0	0	1
0.385	1	5	39	6	54	28	549	0	0	0
0.385	1	5	39	6	54	28	549	0	0	1
0.386	1	1	39	7	1	28	549	0	0	0
0.386	1	1	39	7	1	28	549	0	0	1
0.387	1	4	39	8	93	28	549	0	0	0
0.387	1	4	39	8	93	28	549	0	0	1
0.388	1	3	39	9	62	28	549	0	0	0
0.388	1	3	39	9	62	28	549	0	0	1
0.389	1	10	39	10	14	28	549	0	0	0
0.389	1	10	39	10	14	28	549	0	0	1
0.39	1	6	40	1	97	28	549	0	0	0
0.39	1	6	40	1	97	28	549	0	0	1
0.391	1	11	40	2	69	28	549	0	0	0
0.391	1	11	40	2	69	28	549	0	0	1
0.392	1	12	40	3	26	28	549	0	0	0
0.392	1	12	40	3	26	28	549	0	0	1
0.393	1	2	40	4	100	28	549	0	0	0
0.393	1	2	40	4	100	28	549	0	0	1
0.394	1	9	40	5	102	28	549	0	0	0
0.394	1	9	40	5	102	28	549	0	0	1
0.395	1	8	40	6	75	28	549	0	0	0
0.395	1	8	40	6	75	28	549	0	0	1
0.396	1	14	40	7	35	28	549	0	0	0
0.396	1	14	40	7	35	28	549	0	0	1
0.397	1	15	40	8	82	28	549	0	0	0
0.397	1	15	40	8	82	28	549	0	0	1
0.398	1	13	40	9	43	28	549	0	0	0
0.398	1	13	40	9	43	28	549	0	0	1
0.399	1	7	40	10	88	28	549	0	0	0
0.399	1	7	40	10	88	28	549	0	0	1
0.4	1	5	41	1	54	28	549	0	0	0
0.4	1	5	41	1	54	28	549	0	0	1
0.401	1	1	41	2	1	28	549	0	0	0
0.401	1	1	41	2	1	28	549	0	0	1
0.402	1	4	41	3	93	28	549	0	0	0
0.402	1	4	41	3	93	28	549	0	0	1
0.403	1	3	41	4	62	28	549	0	0	0
0.403	1	3	41	4	62	28	549	0	0	1
0.404	1	10	41	5	14	28	549	0	0	0
0.404	1	10	41	5	14	28	549	0	0	1
0.405	1	6	41	6	97	28	549	0	0	0
0.405	1	6	41	6	97	28	549	0	0	1
0.406	1	11	41	7	69	28	549	0	0	0
0.406	1	11	41	7	69	28	549	0	0	1
0.407	1	12	41	8	26	28	549	0	0	0
0.407	1	12	41	8	26	28	549	0	0	1
0.408	1	2	41	9	100	28	549	0	0	0
0.408	1	2	41	9	100	28	549	0	0	1
0.409	1	9	41	10	102	28	549	0	0	0
0.409	1	9	41	10	102	28	549	0	0	1
0.41	1	8	42	1	75	28	549	0	0	0
0.41	1	8	42	1	75	28	549	0	0	1
0.411	1	14	42	2	35	28	549	0	0	0
0.411	1	14	42	2	35	28	549	0	0	1
0.412	1	15	42	3	82	28	549	0	0	0
0.412	1	15	42	3	82	28	549	0	0	1
0.413	1	13	42	4	43	28	549	0	0	0
0.413	1	13	42	4	43	28	549	0	0	1
0.414	1	7	42	5	88	28	549	0	0	0
0.414	1	7	42	5	88	28	549	0	0	1
0.415	1	5	42	6	54	28	549	0	0	0
0.415	1	5	42	6	54	28	549	0	0	1
0.416	1	1	42	7	1	28	549	0	0	0
0.416	1	1	42	7	1	28	549	0	0	1
0.417	1	4	42	8	93	28	549	0	0	0
0.417	1	4	42	8	93	28	549	0	0	1
0.418	1	3	42	9	62	28	549	0	0	0
0.418	1	3	42	9	62	28	549	0	0	1
0.419	1	10	42	10	14	28	549	0	0	0
0.419	1	10	42	10	14	28	549	0	0	1
0.42	1	6	43	1	97	28	549	0	0	0
0.42	1	6	43	1	97	28	549	0	0	1
0.421	1	11	43	2	69	28	549	0	0	0
0.421	1	11	43	2	69	28	549	0	0	1
0.422	1	12	43	3	26	28	549	0	0	0
0.422	1	12	43	3	26	28	549	0	0	1
0.423	1	2	43	4	100	28	549	0	0	0
0.423	1	2	43	4	100	28	549	0	0	1
0.424	1	9	43	5	102	28	549	0	0	0
0.424	1	9	43	5	102	28	549	0	0	1
0.425	1	8	43	6	75	28	549	0	0	0
0.425	1	8	43	6	75	28	549	0	0	1
0.426	1	14	43	7	35	28	549	0	0	0
0.426	1	14	43	7	35	28	549	0	0	1
0.427	1	15	43	8	82	28	549	0	0	0
0.427	1	15	43	8	82	28	549	0	0	1
0.428	1	13	43	9	43	28	549	0	0	0
0.428	1	13	43	9	43	28	549	0	0	1
0.429	1	7	43	10	88	28	549	0	0	0
0.429	1	7	43	10	88	28	549	0	0	1
0.43	1	5	44	1	54	28	549	0	0	0
0.43	1	5	44	1	54	28	549	0	0	1
0.431	1	1	44	2	1	28	549	0	0	0
0.431	1	1	44	2	1	28	549	0	0	1
0.432	1	4	44	3	93	28	549	0	0	0
0.432	1	4	44	3	93	28	549	0	0	1
0.433	1	3	44	4	62	28	549	0	0	0
0.433	1	3	44	4	62	28	549	0	0	1
0.434	1	10	44	5	14	28	549	0	0	0
0.434	1	10	44	5	14	28	549	0	0	1
0.435	1	6	44	6	97	28	549	0	0	0
0.435	1	6	44	6	97	28	549	0	0	1
0.436	1	11	44	7	69	28	549	0	0	0
0.436	1	11	44	7	69	28	549	0	0	1
0.437	1	12	44	8	26	28	549	0	0	0
0.437	1	12	44	8	26	28	549	0	0	1
0.438	1	2	44	9	100	28	549	0	0	0
0.438	1	2	44	9	100	28	549	0	0	1
0.439	1	9	44	10	102	28	549	0	0	0
0.439	1	9	44	10	102	28	549	0	0	1
0.44	1	8	45	1	75	28	549	0	0	0
0.44	1	8	45	1	75	28	549	0	0	1
0.441	1	14	45	2	35	28	549	0	0	0
0.441	1	14	45	2	35	28	549	0	0	1
0.442	1	15	45	3	82	28	549	0	0	0
0.442	1	15	45	3	82	28	549	0	0	1
0.443	1	13	45	4	43	28	549	0	0	0
0.443	1	13	45	4	43	28	549	0	0	1
0.444	1	7	45	5	88	28	549	0	0	0
0.444	1	7	45	5	88	28	549	0	0	1
0.445	1	5	45	6	54	28	549	0	0	0
0.445	1	5	45	6	54	28	549	0	0	1
0.446	1	1	45	7	1	28	549	0	0	0
0.446	1	1	45	7	1	28	549	0	0	1
0.447	1	4	45	8	93	28	549	0	0	0
0.447	1	4	45	8	93	28	549	0	0	1
0.448	1	3	45	9	62	28	549	0	0	0
0.448	1	3	45	9	62	28	549	0	0	1
0.449	1	10	45	10	14	28	549	0	0	0
0.449	1	10	45	10	14	28	549	0	0	1
0.45	1	6	46	1	97	28	549	0	0	0
0.45	1	6	46	1	97	28	549	0	0	1
0.451	1	11	46	2	69	28	549	0	0	0
0.451	1	11	46	2	69	28	549	0	0	1
0.452	1	12	46	3	26	28	549	0	0	0
0.452	1	12	46	3	26	28	549	0	0	1
0.453	1	2	46	4	100	28	549	0	0	0
0.453	1	2	46	4	100	28	549	0	0	1
0.454	1	9	46	5	102	28	549	0	0	0
0.454	1	9	46	5	102	28	549	0	0	1
0.455	1	8	46	6	75	28	549	0	0	0
0.455	1	8	46	6	75	28	549	0	0	1
0.456	1	14	46	7	35	28	549	0	0	0
0.456	1	14	46	7	35	28	549	0	0	1
0.457	1	15	46	8	82	28	549	0	0	0
0.457	1	15	46	8	82	28	549	0	0	1
0.458	1	13	46	9	43	28	549	0	0	0
0.458	1	13	46	9	43	28	549	0	0	1
0.459	1	7	46	10	88	28	549	0	0	0
0.459	1	7	46	10	88	28	549	0	0	1
0.46	1	5	47	1	54	28	549	0	0	0
0.46	1	5	47	1	54	28	549	0	0	1
0.461	1	1	47	2	1	28	549	0	0	0
0.461	1	1	47	2	1	28	549	0	0	1
0.462	1	4	47	3	93	28	549	0	0	0
0.462	1	4	47	3	93	28	549	0	0	1
0.463	1	3	47	4	62	28	549	0	0	0
0.463	1	3	47	4	62	28	549	0	0	1
0.464	1	10	47	5	14	28	549	0	0	0
0.464	1	10	47	5	14	28	549	0	0	1
0.465	1	6	47	6	97	28	549	0	0	0
0.465	1	6	47	6	97	28	549	0	0	1
0.466	1	11	47	7	69	28	549	0	0	0
0.466	1	11	47	7	69	28	549	0	0	1
0.467	1	12	47	8	26	28	549	0	0	0
0.467	1	12	47	8	26	28	549	0	0	1
0.468	1	2	47	9	100	28	549	0	0	0
0.468	1	2	47	9	100	28	549	0	0	1
0.469	1	9	47	10	102	28	549	0	0	0
0.469	1	9	47	10	102	28	549	0	0	1
0.47	1	8	48	1	75	28	549	0	0	0
0.47	1	8	48	1	75	28	549	0	0	1
0.471	1	14	48	2	35	28	549	0	0	0
0.471	1	14	48	2	35	28	549	0	0	1
0.472	1	15	48	3	82	28	549	0	0	0
0.472	1	15	48	3	82	28	549	0	0	1
0.473	1	13	48	4	43	28	549	0	0	0
0.473	1	13	48	4	43	28	549	0	0	1
0.474	1	7	48	5	88	28	549	0	0	0
0.474	1	7	48	5	88	28	549	0	0	1
0.475	1	5	48	6	54	28	549	0	0	0
0.475	1	5	48	6	54	28	549	0	0	1
0.476	1	1	48	7	1	28	549	0	0	0
0.476	1	1	48	7	1	28	549	0	0	1
0.477	1	4	48	8	93	28	549	0	0	0
0.477	1	4	48	8	93	28	549	0	0	1
0.478	1	3	48	9	62	28	549	0	0	0
0.478	1	3	48	9	62	28	549	0	0	1
0.479	1	10	48	10	14	28	549	0	0	0
0.479	1	10	48	10	14	28	549	0	0	1
0.48	1	6	49	1	97	28	549	0	0	0
0.48	1	6	49	1	97	28	549	0	0	1
0.481	1	11	49	2	69	28	549	0	0	0
0.481	1	11	49	2	69	28	549	0	0	1
0.482	1	12	49	3	26	28	549	0	0	0
0.482	1	12	49	3	26	28	549	0	0	1
0.483	1	2	49	4	100	28	549	0	0	0
0.483	1	2	49	4	100	28	549	0	0	1
0.484	1	9	49	5	102	28	549	0	0	0
0.484	1	9	49	5	102	28	549	0	0	1
0.485	1	8	49	6	75	28	549	0	0	0
0.485	1	8	49	6	75	28	549	0	0	1
0.486	1	14	49	7	35	28	549	0	0	0
0.486	1	14	49	7	35	28	549	0	0	1
0.487	1	15	49	8	82	28	549	0	0	0
0.487	1	15	49	8	82	28	549	0	0	1
0.488	1	13	49	9	43	28	549	0	0	0
0.488	1	13	49	9	43	28	549	0	0	1
0.489	1	7	49	10	88	28	549	0	0	0
0.489	1	7	49	10	88	28	549	0	0	1
0.49	1	5	50	1	54	28	549	0	0	0
0.49	1	5	50	1	54	28	549	0	0	1
0.491	1	1	50	2	1	28	549	0	0	0
0.491	1	1	50	2	1	28	549	0	0	1
0.492	1	4	50	3	93	28	549	0	0	0
0.492	1	4	50	3	93	28	549	0	0	1
0.493	1	3	50	4	62	28	549	0	0	0
0.493	1	3	50	4	62	28	549	0	0	1
0.494	1	10	50	5	14	28	549	0	0	0
0.494	1	10	50	5	14	28	549	0	0	1
0.495	1	6	50	6	97	28	549	0	0	0
0.495	1	6	50	6	97	28	549	0	0	1
0.496	1	11	50	7	69	28	549	0	0	0
0.496	1	11	50	7	69	28	549	0	0	1
0.497	1	12	50	8	26	28	549	0	0	0
0.497	1	12	50	8	26	28	549	0	0	1
0.498	1	2	50	9	100	28	549	0	0	0
0.498	1	2	50	9	100	28	549	0	0	1
0.499	1	9	50	10	102	28	549	0	0	0
0.499	1	9	50	10	102	28	549	0	0	1
0.5	1	8	51	1	75	28	549	0	0	0
0.5	1	8	51	1	75	28	549	0	0	1
0.501	1	14	51	2	35	28	549	0	0	0
0.501	1	14	51	2	35	28	549	0	0	1
0.502	1	15	51	3	82	28	549	0	0	0
0.502	1	15	51	3	82	28	549	0	0	1
0.503	1	13	51	4	43	28	549	0	0	0
0.503	1	13	51	4	43	28	549	0	0	1
0.504	1	7	51	5	88	28	549	0	0	0
0.504	1	7	51	5	88	28	549	0	0	1
0.505	1	5	51	6	54	28	549	0	0	0
0.505	1	5	51	6	54	28	549	0	0	1
0.506	1	1	51	7	1	28	549	0	0	0
0.506	1	1	51	7	1	28	549	0	0	1
0.507	1	4	51	8	93	28	549	0	0	0
0.507	1	4	51	8	93	28	549	0	0	1
0.508	1	3	51	9	62	28	549	0	0	0
0.508	1	3	51	9	62	28	549	0	0	1
0.509	1	10	51	10	14	28	549	0	0	0
0.509	1	10	51	10	14	28	549	0	0	1
0.51	1	6	52	1	97	28	549	0	0	0
0.51	1	6	52	1	97	28	549	0	0	1
0.511	1	11	52	2	69	28	549	0	0	0
0.511	1	11	52	2	69	28	549	0	0	1
0.512	1	12	52	3	26	28	549	0	0	0
0.512	1	12	52	3	26	28	549	0	0	1
0.513	1	2	52	4	100	28	549	0	0	0
0.513	1	2	52	4	100	28	549	0	0	1
0.514	1	9	52	5	102	28	549	0	0	0
0.514	1	9	52	5	102	28	549	0	0	1
0.515	1	8	52	6	75	28	549	0	0	0
0.515	1	8	52	6	75	28	549	0	0	1
0.516	1	14	52	7	35	28	549	0	0	0
0.516	1	14	52	7	35	28	549	0	0	1
0.517	1	15	52	8	82	28	549	0	0	0
0.517	1	15	52	8	82	28	549	0	0	1
0.518	1	13	52	9	43	28	549	0	0	0
0.518	1	13	52	9	43	28	549	0	0	1
0.519	1	7	52	10	88	28	549	0	0	0
0.519	1	7	52	10	88	28	549	0	0	1
0.52	1	5	53	1	54	28	549	0	0	0
0.52	1	5	53	1	54	28	549	0	0	1
0.521	1	1	53	2	1	28	549	0	0	0
0.521	1	1	53	2	1	28	549	0	0	1
0.522	1	4	53	3	93	28	549	0	0	0
0.522	1	4	53	3	93	28	549	0	0	1
0.523	1	3	53	4	62	28	549	0	0	0
0.523	1	3	53	4	62	28	549	0	0	1
0.524	1	10	53	5	14	28	549	0	0	0
0.524	1	10	53	5	14	28	549	0	0	1
0.525	1	6	53	6	97	28	549	0	0	0
0.525	1	6	53	6	97	28	549	0	0	1
0.526	1	11	53	7	69	28	549	0	0	0
0.526	1	11	53	7	69	28	549	0	0	1
0.527	1	12	53	8	26	28	549	0	0	0
0.527	1	12	53	8	26	28	549	0	0	1
0.528	1	2	53	9	100	28	549	0	0	0
0.528	1	2	53	9	100	28	549	0	0	1
0.529	1	9	53	10	102	28	549	0	0	0
0.529	1	9	53	10	102	28	549	0	0	1
0.53	1	8	54	1	75	28	549	0	0	0
0.53	1	8	54	1	75	28	549	0	0	1
0.531	1	14	54	2	35	28	549	0	0	0
0.531	1	14	54	2	35	28	549	0	0	1
0.532	1	15	54	3	82	28	549	0	0	0
0.532	1	15	54	3	82	28	549	0	0	1
0.533	1	13	54	4	43	28	549	0	0	0
0.533	1	13	54	4	43	28	549	0	0	1
0.534	1	7	54	5	88	28	549	0	0	0
0.534	1	7	54	5	88	28	549	0	0	1
0.535	1	5	54	6	54	28	549	0	0	0
0.535	1	5	54	6	54	28	549	0	0	1
0.536	1	1	54	7	1	28	549	0	0	0
0.536	1	1	54	7	1	28	549	0	0	1
0.537	1	4	54	8	93	28	549	0	0	0
0.537	1	4	54	8	93	28	549	0	0	1
0.538	1	3	54	9	62	28	549	0	0	0
0.538	1	3	54	9	62	28	549	0	0	1
0.539	1	10	54	10	14	28	549	0	0	0
0.539	1	10	54	10	14	28	549	0	0	1
0.54	1	6	55	1	97	28	549	0	0	0
0.54	1	6	55	1	97	28	549	0	0	1
0.541	1	11	55	2	69	28	549	0	0	0
0.541	1	11	55	2	69	28	549	0	0	1
0.542	1	12	55	3	26	28	549	0	0	0
0.542	1	12	55	3	26	28	549	0	0	1
0.543	1	2	55	4	100	28	549	0	0	0
0.543	1	2	55	4	100	28	549	0	0	1
0.544	1	9	55	5	102	28	549	0	0	0
0.544	1	9	55	5	102	28	549	0	0	1
0.545	1	8	55	6	75	28	549	0	0	0
0.545	1	8	55	6	75	28	549	0	0	1
0.546	1	14	55	7	35	28	549	0	0	0
0.546	1	14	55	7	35	28	549	0	0	1
0.547	1	15	55	8	82	28	549	0	0	0
0.547	1	15	55	8	82	28	549	0	0	1
0.548	1	13	55	9	43	28	549	0	0	0
0.548	1	13	55	9	43	28	549	0	0	1
0.549	1	7	55	10	88	28	549	0	0	0
0.549	1	7	55	10	88	28	549	0	0	1
0.55	1	5	56	1	54	28	549	0	0	0
0.55	1	5	56	1	54	28	549	0	0	1
0.551	1	1	56	2	1	28	549	0	0	0
0.551	1	1	56	2	1	28	549	0	0	1
0.552	1	4	56	3	93	28	549	0	0	0
0.552	1	4	56	3	93	28	549	0	0	1
0.553	1	3	56	4	62	28	549	0	0	0
0.553	1	3	56	4	62	28	549	0	0	1
0.554	1	10	56	5	14	28	549	0	0	0
0.554	1	10	56	5	14	28	549	0	0	1
0.555	1	6	56	6	97	28	549	0	0	0
0.555	1	6	56	6	97	28	549	0	0	1
0.556	1	11	56	7	69	28	549	0	0	0
0.556	1	11	56	7	69	28	549	0	0	1
0.557	1	12	56	8	26	28	549	0	0	0
0.557	1	12	56	8	26	28	549	0	0	1
0.558	1	2	56	9	100	28	549	0	0	0
0.558	1	2	56	9	100	28	549	0	0	1
0.559	1	9	56	10	102	28	549	0	0	0
0.559	1	9	56	10	102	28	549	0	0	1
0.56	1	8	57	1	75	28	549	0	0	0
0.56	1	8	57	1	75	28	549	0	0	1
0.561	1	14	57	2	35	28	549	0	0	0
0.561	1	14	57	2	35	28	549	0	0	1
0.562	1	15	57	3	82	28	549	0	0	0
0.562	1	15	57	3	82	28	549	0	0	1
0.563	1	13	57	4	43	28	549	0	0	0
0.563	1	13	57	4	43	28	549	0	0	1
0.564	1	7	57	5	88	28	549	0	0	0
0.564	1	7	57	5	88	28	549	0	0	1
0.565	1	5	57	6	54	28	549	0	0	0
0.565	1	5	57	6	54	28	549	0	0	1
0.566	1	1	57	7	1	28	549	0	0	0
0.566	1	1	57	7	1	28	549	0	0	1
0.567	1	4	57	8	93	28	549	0	0	0
0.567	1	4	57	8	93	28	549	0	0	1
0.568	1	3	57	9	62	28	549	0	0	0
0.568	1	3	57	9	62	28	549	0	0	1
0.569	1	10	57	10	14	28	549	0	0	0
0.569	1	10	57	10	14	28	549	0	0	1
0.57	1	6	58	1	97	28	549	0	0	0
0.57	1	6	58	1	97	28	549	0	0	1
0.571	1	11	58	2	69	28	549	0	0	0
0.571	1	11	58	2	69	28	549	0	0	1
0.572	1	12	58	3	26	28	549	0	0	0
0.572	1	12	58	3	26	28	549	0	0	1
0.573	1	2	58	4	100	28	549	0	0	0
0.573	1	2	58	4	100	28	549	0	0	1
0.574	1	9	58	5	102	28	549	0	0	0
0.574	1	9	58	5	102	28	549	0	0	1
0.575	1	8	58	6	75	28	549	0	0	0
0.575	1	8	58	6	75	28	549	0	0	1
0.576	1	14	58	7	35	28	549	0	0	0
0.576	1	14	58	7	35	28	549	0	0	1
0.577	1	15	58	8	82	28	549	0	0	0
0.577	1	15	58	8	82	28	549	0	0	1
0.578	1	13	58	9	43	28	549	0	0	0
0.578	1	13	58	9	43	28	549	0	0	1
0.579	1	7	58	10	88	28	549	0	0	0
0.579	1	7	58	10	88	28	549	0	0	1
0.58	1	5	59	1	54	28	549	0	0	0
0.58	1	5	59	1	54	28	549	0	0	1
0.581	1	1	59	2	1	28	549	0	0	0
0.581	1	1	59	2	1	28	549	0	0	1
0.582	1	4	59	3	93	28	549	0	0	0
0.582	1	4	59	3	93	28	549	0	0	1
0.583	1	3	59	4	62	28	549	0	0	0
0.583	1	3	59	4	62	28	549	0	0	1
0.584	1	10	59	5	14	28	549	0	0	0
0.584	1	10	59	5	14	28	549	0	0	1
0.585	1	6	59	6	97	28	549	0	0	0
0.585	1	6	59	6	97	28	549	0	0	1
0.586	1	11	59	7	69	28	549	0	0	0
0.586	1	11	59	7	69	28	549	0	0	1
0.587	1	12	59	8	26	28	549	0	0	0
0.587	1	12	59	8	26	28	549	0	0	1
0.588	1	2	59	9	100	28	549	0	0	0
0.588	1	2	59	9	100	28	549	0	0	1
0.589	1	9	59	10	102	28	549	0	0	0
0.589	1	9	59	10	102	28	549	0	0	1
0.59	1	8	60	1	75	28	549	0	0	0
0.59	1	8	60	1	75	28	549	0	0	1
0.591	1	14	60	2	35	28	549	0	0	0
0.591	1	14	60	2	35	28	549	0	0	1
0.592	1	15	60	3	82	28	549	0	0	0
0.592	1	15	60	3	82	28	549	0	0	1
0.593	1	13	60	4	43	28	549	0	0	0
0.593	1	13	60	4	43	28	549	0	0	1
0.594	1	7	60	5	88	28	549	0	0	0
0.594	1	7	60	5	88	28	549	0	0	1
0.595	1	5	60	6	54	28	549	0	0	0
0.595	1	5	60	6	54	28	549	0	0	1
0.596	1	1	60	7	1	28	549	0	0	0
0.596	1	1	60	7	1	28	549	0	0	1
0.597	1	4	60	8	93	28	549	0	0	0
0.597	1	4	60	8	93	28	549	0	0	1
0.598	1	3	60	9	62	28	549	0	0	0
0.598	1	3	60	9	62	28	549	0	0	1
0.599	1	10	60	10	14	28	549	0	0	0
0.599	1	10	60	10	14	28	549	0	0	1
0.6	1	6	61	1	97	28	549	0	0	0
0.6	1	6	61	1	97	28	549	0	0	1
0.601	1	11	61	2	69	28	549	0	0	0
0.601	1	11	61	2	69	28	549	0	0	1
0.602	1	12	61	3	26	28	549	0	0	0
0.602	1	12	61	3	26	28	549	0	0	1
0.603	1	2	61	4	100	28	549	0	0	0
0.603	1	2	61	4	100	28	549	0	0	1
0.604	1	9	61	5	102	28	549	0	0	0
0.604	1	9	61	5	102	28	549	0	0	1
0.605	1	8	61	6	75	28	549	0	0	0
0.605	1	8	61	6	75	28	549	0	0	1
0.606	1	14	61	7	35	28	549	0	0	0
0.606	1	14	61	7	35	28	549	0	0	1
0.607	1	15	61	8	82	28	549	0	0	0
0.607	1	15	61	8	82	28	549	0	0	1
0.608	1	13	61	9	43	28	549	0	0	0
0.608	1	13	61	9	43	28	549	0	0	1
0.609	1	7	61	10	88	28	549	0	0	0
0.609	1	7	61	10	88	28	549	0	0	1
0.61	1	5	62	1	54	28	549	0	0	0
0.61	1	5	62	1	54	28	549	0	0	1
0.611	1	1	62	2	1	28	549	0	0	0
0.611	1	1	62	2	1	28	549	0	0	1
0.612	1	4	62	3	93	28	549	0	0	0
0.612	1	4	62	3	93	28	549	0	0	1
0.613	1	3	62	4	62	28	549	0	0	0
0.613	1	3	62	4	62	28	549	0	0	1
0.614	1	10	62	5	14	28	549	0	0	0
0.614	1	10	62	5	14	28	549	0	0	1
0.615	1	6	62	6	97	28	549	0	0	0
0.615	1	6	62	6	97	28	549	0	0	1
0.616	1	11	62	7	69	28	549	0	0	0
0.616	1	11	62	7	69	28	549	0	0	1
0.617	1	12	62	8	26	28	549	0	0	0
0.617	1	12	62	8	26	28	549	0	0	1
0.618	1	2	62	9	100	28	549	0	0	0
0.618	1	2	62	9	100	28	549	0	0	1
0.619	1	9	62	10	102	28	549	0	0	0
0.619	1	9	62	10	102	28	549	0	0	1
0.62	1	8	63	1	75	28	549	0	0	0
0.62	1	8	63	1	75	28	549	0	0	1
0.621	1	14	63	2	35	28	549	0	0	0
0.621	1	14	63	2	35	28	549	0	0	1
0.622	1	15	63	3	82	28	549	0	0	0
0.622	1	15	63	3	82	28	549	0	0	1
0.623	1	13	63	4	43	28	549	0	0	0
0.623	1	13	63	4	43	28	549	0	0	1
0.624	1	7	63	5	88	28	549	0	0	0
0.624	1	7	63	5	88	28	549	0	0	1
0.625	1	5	63	6	54	28	549	0	0	0
0.625	1	5	63	6	54	28	549	0	0	1
0.626	1	1	63	7	1	28	549	0	0	0
0.626	1	1	63	7	1	28	549	0	0	1
0.627	1	4	63	8	93	28	549	0	0	0
0.627	1	4	63	8	93	28	549	0	0	1
0.628	1	3	63	9	62	28	549	0	0	0
0.628	1	3	63	9	62	28	549	0	0	1
0.629	1	10	63	10	14	28	549	0	0	0
0.629	1	10	63	10	14	28	549	0	0	1
0.63	1	6	64	1	97	28	549	0	0	0
0.63	1	6	64	1	97	28	549	0	0	1
0.631	1	11	64	2	69	28	549	0	0	0
0.631	1	11	64	2	69	28	549	0	0	1
0.632	1	12	64	3	26	28	549	0	0	0
0.632	1	12	64	3	26	28	549	0	0	1
0.633	1	2	64	4	100	28	549	0	0	0
0.633	1	2	64	4	100	28	549	0	0	1
0.634	1	9	64	5	102	28	549	0	0	0
0.634	1	9	64	5	102	28	549	0	0	1
0.635	1	8	64	6	75	28	549	0	0	0
0.635	1	8	64	6	75	28	549	0	0	1
0.636	1	14	64	7	35	28	549	0	0	0
0.636	1	14	64	7	35	28	549	0	0	1
0.637	1	15	64	8	82	28	549	0	0	0
0.637	1	15	64	8	82	28	549	0	0	1
0.638	1	13	64	9	43	28	549	0	0	0
0.638	1	13	64	9	43	28	549	0	0	1
0.639	1	7	64	10	88	28	549	0	0	0
0.639	1	7	64	10	88	28	549	0	0	1
0.64	1	5	65	1	54	28	549	0	0	0
0.64	1	5	65	1	54	28	549	0	0	1
0.641	1	1	65	2	1	28	549	0	0	0
0.641	1	1	65	2	1	28	549	0	0	1
0.642	1	4	65	3	93	28	549	0	0	0
0.642	1	4	65	3	93	28	549	0	0	1
0.643	1	3	65	4	62	28	549	0	0	0
0.643	1	3	65	4	62	28	549	0	0	1
0.644	1	10	65	5	14	28	549	0	0	0
0.644	1	10	65	5	14	28	549	0	0	1
0.645	1	6	65	6	97	28	549	0	0	0
0.645	1	6	65	6	97	28	549	0	0	1
0.646	1	11	65	7	69	28	549	0	0	0
0.646	1	11	65	7	69	28	549	0	0	1
0.647	1	12	65	8	26	28	549	0	0	0
0.647	1	12	65	8	26	28	549	0	0	1
0.648	1	2	65	9	100	28	549	0	0	0
0.648	1	2	65	9	100	28	549	0	0	1
0.649	1	9	65	10	102	28	549	0	0	0
0.649	1	9	65	10	102	28	549	0	0	1
0.65	1	8	66	1	75	28	549	0	0	0
0.65	1	8	66	1	75	28	549	0	0	1
0.651	1	14	66	2	35	28	549	0	0	0
0.651	1	14	66	2	35	28	549	0	0	1
0.652	1	15	66	3	82	28	549	0	0	0
0.652	1	15	66	3	82	28	549	0	0	1
0.653	1	13	66	4	43	28	549	0	0	0
0.653	1	13	66	4	43	28	549	0	0	1
0.654	1	7	66	5	88	28	549	0	0	0
0.654	1	7	66	5	88	28	549	0	0	1
0.655	1	5	66	6	54	28	549	0	0	0
0.655	1	5	66	6	54	28	549	0	0	1
0.656	1	1	66	7	1	28	549	0	0	0
