% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.656	1	1	66	7	1	28	549	0	0	1
0.657	1	4	66	8	93	28	549	0	0	0
0.657	1	4	66	8	93	28	549	0	0	1
0.658	1	3	66	9	62	28	549	0	0	0
0.658	1	3	66	9	62	28	549	0	0	1
0.659	1	10	66	10	14	28	549	0	0	0
0.659	1	10	66	10	14	28	549	0	0	1
0.66	1	6	67	1	97	28	549	0	0	0
0.66	1	6	67	1	97	28	549	0	0	1
0.661	1	11	67	2	69	28	549	0	0	0
0.661	1	11	67	2	69	28	549	0	0	1
0.662	1	12	67	3	26	28	549	0	0	0
0.662	1	12	67	3	26	28	549	0	0	1
0.663	1	2	67	4	100	28	549	0	0	0
0.663	1	2	67	4	100	28	549	0	0	1
0.664	1	9	67	5	102	28	549	0	0	0
0.664	1	9	67	5	102	28	549	0	0	1
0.665	1	8	67	6	75	28	549	0	0	0
0.665	1	8	67	6	75	28	549	0	0	1
0.666	1	14	67	7	35	28	549	0	0	0
0.666	1	14	67	7	35	28	549	0	0	1
0.667	1	15	67	8	82	28	549	0	0	0
0.667	1	15	67	8	82	28	549	0	0	1
0.668	1	13	67	9	43	28	549	0	0	0
0.668	1	13	67	9	43	28	549	0	0	1
0.669	1	7	67	10	88	28	549	0	0	0
0.669	1	7	67	10	88	28	549	0	0	1
0.67	1	5	68	1	54	28	549	0	0	0
0.67	1	5	68	1	54	28	549	0	0	1
0.671	1	1	68	2	1	28	549	0	0	0
0.671	1	1	68	2	1	28	549	0	0	1
0.672	1	4	68	3	93	28	549	0	0	0
0.672	1	4	68	3	93	28	549	0	0	1
0.673	1	3	68	4	62	28	549	0	0	0
0.673	1	3	68	4	62	28	549	0	0	1
0.674	1	10	68	5	14	28	549	0	0	0
0.674	1	10	68	5	14	28	549	0	0	1
0.675	1	6	68	6	97	28	549	0	0	0
0.675	1	6	68	6	97	28	549	0	0	1
0.676	1	11	68	7	69	28	549	0	0	0
0.676	1	11	68	7	69	28	549	0	0	1
0.677	1	12	68	8	26	28	549	0	0	0
0.677	1	12	68	8	26	28	549	0	0	1
0.678	1	2	68	9	100	28	549	0	0	0
0.678	1	2	68	9	100	28	549	0	0	1
0.679	1	9	68	10	102	28	549	0	0	0
0.679	1	9	68	10	102	28	549	0	0	1
0.68	1	8	69	1	75	28	549	0	0	0
0.68	1	8	69	1	75	28	549	0	0	1
0.681	1	14	69	2	35	28	549	0	0	0
0.681	1	14	69	2	35	28	549	0	0	1
0.682	1	15	69	3	82	28	549	0	0	0
0.682	1	15	69	3	82	28	549	0	0	1
0.683	1	13	69	4	43	28	549	0	0	0
0.683	1	13	69	4	43	28	549	0	0	1
0.684	1	7	69	5	88	28	549	0	0	0
0.684	1	7	69	5	88	28	549	0	0	1
0.685	1	5	69	6	54	28	549	0	0	0
0.685	1	5	69	6	54	28	549	0	0	1
0.686	1	1	69	7	1	28	549	0	0	0
0.686	1	1	69	7	1	28	549	0	0	1
0.687	1	4	69	8	93	28	549	0	0	0
0.687	1	4	69	8	93	28	549	0	0	1
0.688	1	3	69	9	62	28	549	0	0	0
0.688	1	3	69	9	62	28	549	0	0	1
0.689	1	10	69	10	14	28	549	0	0	0
0.689	1	10	69	10	14	28	549	0	0	1
0.69	1	6	70	1	97	28	549	0	0	0
0.69	1	6	70	1	97	28	549	0	0	1
0.691	1	11	70	2	69	28	549	0	0	0
0.691	1	11	70	2	69	28	549	0	0	1
0.692	1	12	70	3	26	28	549	0	0	0
0.692	1	12	70	3	26	28	549	0	0	1
0.693	1	2	70	4	100	28	549	0	0	0
0.693	1	2	70	4	100	28	549	0	0	1
0.694	1	9	70	5	102	28	549	0	0	0
0.694	1	9	70	5	102	28	549	0	0	1
0.695	1	8	70	6	75	28	549	0	0	0
0.695	1	8	70	6	75	28	549	0	0	1
0.696	1	14	70	7	35	28	549	0	0	0
0.696	1	14	70	7	35	28	549	0	0	1
0.697	1	15	70	8	82	28	549	0	0	0
0.697	1	15	70	8	82	28	549	0	0	1
0.698	1	13	70	9	43	28	549	0	0	0
0.698	1	13	70	9	43	28	549	0	0	1
0.699	1	7	70	10	88	28	549	0	0	0
0.699	1	7	70	10	88	28	549	0	0	1
0.7	1	5	71	1	54	28	549	0	0	0
0.7	1	5	71	1	54	28	549	0	0	1
0.701	1	1	71	2	1	28	549	0	0	0
0.701	1	1	71	2	1	28	549	0	0	1
0.702	1	4	71	3	93	28	549	0	0	0
0.702	1	4	71	3	93	28	549	0	0	1
0.703	1	3	71	4	62	28	549	0	0	0
0.703	1	3	71	4	62	28	549	0	0	1
0.704	1	10	71	5	14	28	549	0	0	0
0.704	1	10	71	5	14	28	549	0	0	1
0.705	1	6	71	6	97	28	549	0	0	0
0.705	1	6	71	6	97	28	549	0	0	1
0.706	1	11	71	7	69	28	549	0	0	0
0.706	1	11	71	7	69	28	549	0	0	1
0.707	1	12	71	8	26	28	549	0	0	0
0.707	1	12	71	8	26	28	549	0	0	1
0.708	1	2	71	9	100	28	549	0	0	0
0.708	1	2	71	9	100	28	549	0	0	1
0.709	1	9	71	10	102	28	549	0	0	0
0.709	1	9	71	10	102	28	549	0	0	1
0.71	1	8	72	1	75	28	549	0	0	0
0.71	1	8	72	1	75	28	549	0	0	1
0.711	1	14	72	2	35	28	549	0	0	0
0.711	1	14	72	2	35	28	549	0	0	1
0.712	1	15	72	3	82	28	549	0	0	0
0.712	1	15	72	3	82	28	549	0	0	1
0.713	1	13	72	4	43	28	549	0	0	0
0.713	1	13	72	4	43	28	549	0	0	1
0.714	1	7	72	5	88	28	549	0	0	0
0.714	1	7	72	5	88	28	549	0	0	1
0.715	1	5	72	6	54	28	549	0	0	0
0.715	1	5	72	6	54	28	549	0	0	1
0.716	1	1	72	7	1	28	549	0	0	0
0.716	1	1	72	7	1	28	549	0	0	1
0.717	1	4	72	8	93	28	549	0	0	0
0.717	1	4	72	8	93	28	549	0	0	1
0.718	1	3	72	9	62	28	549	0	0	0
0.718	1	3	72	9	62	28	549	0	0	1
0.719	1	10	72	10	14	28	549	0	0	0
0.719	1	10	72	10	14	28	549	0	0	1
0.72	1	6	73	1	97	28	549	0	0	0
0.72	1	6	73	1	97	28	549	0	0	1
0.721	1	11	73	2	69	28	549	0	0	0
0.721	1	11	73	2	69	28	549	0	0	1
0.722	1	12	73	3	26	28	549	0	0	0
0.722	1	12	73	3	26	28	549	0	0	1
0.723	1	2	73	4	100	28	549	0	0	0
0.723	1	2	73	4	100	28	549	0	0	1
0.724	1	9	73	5	102	28	549	0	0	0
0.724	1	9	73	5	102	28	549	0	0	1
0.725	1	8	73	6	75	28	549	0	0	0
0.725	1	8	73	6	75	28	549	0	0	1
0.726	1	14	73	7	35	28	549	0	0	0
0.726	1	14	73	7	35	28	549	0	0	1
0.727	1	15	73	8	82	28	549	0	0	0
0.727	1	15	73	8	82	28	549	0	0	1
0.728	1	13	73	9	43	28	549	0	0	0
0.728	1	13	73	9	43	28	549	0	0	1
0.729	1	7	73	10	88	28	549	0	0	0
0.729	1	7	73	10	88	28	549	0	0	1
0.73	1	5	74	1	54	28	549	0	0	0
0.73	1	5	74	1	54	28	549	0	0	1
0.731	1	1	74	2	1	28	549	0	0	0
0.731	1	1	74	2	1	28	549	0	0	1
0.732	1	4	74	3	93	28	549	0	0	0
0.732	1	4	74	3	93	28	549	0	0	1
0.733	1	3	74	4	62	28	549	0	0	0
0.733	1	3	74	4	62	28	549	0	0	1
0.734	1	10	74	5	14	28	549	0	0	0
0.734	1	10	74	5	14	28	549	0	0	1
0.735	1	6	74	6	97	28	549	0	0	0
0.735	1	6	74	6	97	28	549	0	0	1
0.736	1	11	74	7	69	28	549	0	0	0
0.736	1	11	74	7	69	28	549	0	0	1
0.737	1	12	74	8	26	28	549	0	0	0
0.737	1	12	74	8	26	28	549	0	0	1
0.738	1	2	74	9	100	28	549	0	0	0
0.738	1	2	74	9	100	28	549	0	0	1
0.739	1	9	74	10	102	28	549	0	0	0
0.739	1	9	74	10	102	28	549	0	0	1
0.74	1	8	75	1	75	28	549	0	0	0
0.74	1	8	75	1	75	28	549	0	0	1
0.741	1	14	75	2	35	28	549	0	0	0
0.741	1	14	75	2	35	28	549	0	0	1
0.742	1	15	75	3	82	28	549	0	0	0
0.742	1	15	75	3	82	28	549	0	0	1
0.743	1	13	75	4	43	28	549	0	0	0
0.743	1	13	75	4	43	28	549	0	0	1
0.744	1	7	75	5	88	28	549	0	0	0
0.744	1	7	75	5	88	28	549	0	0	1
0.745	1	5	75	6	54	28	549	0	0	0
0.745	1	5	75	6	54	28	549	0	0	1
0.746	1	1	75	7	1	28	549	0	0	0
0.746	1	1	75	7	1	28	549	0	0	1
0.747	1	4	75	8	93	28	549	0	0	0
0.747	1	4	75	8	93	28	549	0	0	1
0.748	1	3	75	9	62	28	549	0	0	0
0.748	1	3	75	9	62	28	549	0	0	1
0.749	1	10	75	10	14	28	549	0	0	0
0.749	1	10	75	10	14	28	549	0	0	1
0.75	1	6	76	1	97	28	549	0	0	0
0.75	1	6	76	1	97	28	549	0	0	1
0.751	1	11	76	2	69	28	549	0	0	0
0.751	1	11	76	2	69	28	549	0	0	1
0.752	1	12	76	3	26	28	549	0	0	0
0.752	1	12	76	3	26	28	549	0	0	1
0.753	1	2	76	4	100	28	549	0	0	0
0.753	1	2	76	4	100	28	549	0	0	1
0.754	1	9	76	5	102	28	549	0	0	0
0.754	1	9	76	5	102	28	549	0	0	1
0.755	1	8	76	6	75	28	549	0	0	0
0.755	1	8	76	6	75	28	549	0	0	1
0.756	1	14	76	7	35	28	549	0	0	0
0.756	1	14	76	7	35	28	549	0	0	1
0.757	1	15	76	8	82	28	549	0	0	0
0.757	1	15	76	8	82	28	549	0	0	1
0.758	1	13	76	9	43	28	549	0	0	0
0.758	1	13	76	9	43	28	549	0	0	1
0.759	1	7	76	10	88	28	549	0	0	0
0.759	1	7	76	10	88	28	549	0	0	1
0.76	1	5	77	1	54	28	549	0	0	0
0.76	1	5	77	1	54	28	549	0	0	1
0.761	1	1	77	2	1	28	549	0	0	0
0.761	1	1	77	2	1	28	549	0	0	1
0.762	1	4	77	3	93	28	549	0	0	0
0.762	1	4	77	3	93	28	549	0	0	1
0.763	1	3	77	4	62	28	549	0	0	0
0.763	1	3	77	4	62	28	549	0	0	1
0.764	1	10	77	5	14	28	549	0	0	0
0.764	1	10	77	5	14	28	549	0	0	1
0.765	1	6	77	6	97	28	549	0	0	0
0.765	1	6	77	6	97	28	549	0	0	1
0.766	1	11	77	7	69	28	549	0	0	0
0.766	1	11	77	7	69	28	549	0	0	1
0.767	1	12	77	8	26	28	549	0	0	0
0.767	1	12	77	8	26	28	549	0	0	1
0.768	1	2	77	9	100	28	549	0	0	0
0.768	1	2	77	9	100	28	549	0	0	1
0.769	1	9	77	10	102	28	549	0	0	0
0.769	1	9	77	10	102	28	549	0	0	1
0.77	1	8	78	1	75	28	549	0	0	0
0.77	1	8	78	1	75	28	549	0	0	1
0.771	1	14	78	2	35	28	549	0	0	0
0.771	1	14	78	2	35	28	549	0	0	1
0.772	1	15	78	3	82	28	549	0	0	0
0.772	1	15	78	3	82	28	549	0	0	1
0.773	1	13	78	4	43	28	549	0	0	0
0.773	1	13	78	4	43	28	549	0	0	1
0.774	1	7	78	5	88	28	549	0	0	0
0.774	1	7	78	5	88	28	549	0	0	1
0.775	1	5	78	6	54	28	549	0	0	0
0.775	1	5	78	6	54	28	549	0	0	1
0.776	1	1	78	7	1	28	549	0	0	0
0.776	1	1	78	7	1	28	549	0	0	1
0.777	1	4	78	8	93	28	549	0	0	0
0.777	1	4	78	8	93	28	549	0	0	1
0.778	1	3	78	9	62	28	549	0	0	0
0.778	1	3	78	9	62	28	549	0	0	1
0.779	1	10	78	10	14	28	549	0	0	0
0.779	1	10	78	10	14	28	549	0	0	1
0.78	1	6	79	1	97	28	549	0	0	0
0.78	1	6	79	1	97	28	549	0	0	1
0.781	1	11	79	2	69	28	549	0	0	0
0.781	1	11	79	2	69	28	549	0	0	1
0.782	1	12	79	3	26	28	549	0	0	0
0.782	1	12	79	3	26	28	549	0	0	1
0.783	1	2	79	4	100	28	549	0	0	0
0.783	1	2	79	4	100	28	549	0	0	1
0.784	1	9	79	5	102	28	549	0	0	0
0.784	1	9	79	5	102	28	549	0	0	1
0.785	1	8	79	6	75	28	549	0	0	0
0.785	1	8	79	6	75	28	549	0	0	1
0.786	1	14	79	7	35	28	549	0	0	0
0.786	1	14	79	7	35	28	549	0	0	1
0.787	1	15	79	8	82	28	549	0	0	0
0.787	1	15	79	8	82	28	549	0	0	1
0.788	1	13	79	9	43	28	549	0	0	0
0.788	1	13	79	9	43	28	549	0	0	1
0.789	1	7	79	10	88	28	549	0	0	0
0.789	1	7	79	10	88	28	549	0	0	1
0.79	1	5	80	1	54	28	549	0	0	0
0.79	1	5	80	1	54	28	549	0	0	1
0.791	1	1	80	2	1	28	549	0	0	0
0.791	1	1	80	2	1	28	549	0	0	1
0.792	1	4	80	3	93	28	549	0	0	0
0.792	1	4	80	3	93	28	549	0	0	1
0.793	1	3	80	4	62	28	549	0	0	0
0.793	1	3	80	4	62	28	549	0	0	1
0.794	1	10	80	5	14	28	549	0	0	0
0.794	1	10	80	5	14	28	549	0	0	1
0.795	1	6	80	6	97	28	549	0	0	0
0.795	1	6	80	6	97	28	549	0	0	1
0.796	1	11	80	7	69	28	549	0	0	0
0.796	1	11	80	7	69	28	549	0	0	1
0.797	1	12	80	8	26	28	549	0	0	0
0.797	1	12	80	8	26	28	549	0	0	1
0.798	1	2	80	9	100	28	549	0	0	0
0.798	1	2	80	9	100	28	549	0	0	1
0.799	1	9	80	10	102	28	549	0	0	0
0.799	1	9	80	10	102	28	549	0	0	1
0.8	1	8	81	1	75	28	549	0	0	0
0.8	1	8	81	1	75	28	549	0	0	1
0.801	1	14	81	2	35	28	549	0	0	0
0.801	1	14	81	2	35	28	549	0	0	1
0.802	1	15	81	3	82	28	549	0	0	0
0.802	1	15	81	3	82	28	549	0	0	1
0.803	1	13	81	4	43	28	549	0	0	0
0.803	1	13	81	4	43	28	549	0	0	1
0.804	1	7	81	5	88	28	549	0	0	0
0.804	1	7	81	5	88	28	549	0	0	1
0.805	1	5	81	6	54	28	549	0	0	0
0.805	1	5	81	6	54	28	549	0	0	1
0.806	1	1	81	7	1	28	549	0	0	0
0.806	1	1	81	7	1	28	549	0	0	1
0.807	1	4	81	8	93	28	549	0	0	0
0.807	1	4	81	8	93	28	549	0	0	1
0.808	1	3	81	9	62	28	549	0	0	0
0.808	1	3	81	9	62	28	549	0	0	1
0.809	1	10	81	10	14	28	549	0	0	0
0.809	1	10	81	10	14	28	549	0	0	1
0.81	1	6	82	1	97	28	549	0	0	0
0.81	1	6	82	1	97	28	549	0	0	1
0.811	1	11	82	2	69	28	549	0	0	0
0.811	1	11	82	2	69	28	549	0	0	1
0.812	1	12	82	3	26	28	549	0	0	0
0.812	1	12	82	3	26	28	549	0	0	1
0.813	1	2	82	4	100	28	549	0	0	0
0.813	1	2	82	4	100	28	549	0	0	1
0.814	1	9	82	5	102	28	549	0	0	0
0.814	1	9	82	5	102	28	549	0	0	1
0.815	1	8	82	6	75	28	549	0	0	0
0.815	1	8	82	6	75	28	549	0	0	1
0.816	1	14	82	7	35	28	549	0	0	0
0.816	1	14	82	7	35	28	549	0	0	1
0.817	1	15	82	8	82	28	549	0	0	0
0.817	1	15	82	8	82	28	549	0	0	1
0.818	1	13	82	9	43	28	549	0	0	0
0.818	1	13	82	9	43	28	549	0	0	1
0.819	1	7	82	10	88	28	549	0	0	0
0.819	1	7	82	10	88	28	549	0	0	1
0.82	1	5	83	1	54	28	549	0	0	0
0.82	1	5	83	1	54	28	549	0	0	1
0.821	1	1	83	2	1	28	549	0	0	0
0.821	1	1	83	2	1	28	549	0	0	1
0.822	1	4	83	3	93	28	549	0	0	0
0.822	1	4	83	3	93	28	549	0	0	1
0.823	1	3	83	4	62	28	549	0	0	0
0.823	1	3	83	4	62	28	549	0	0	1
0.824	1	10	83	5	14	28	549	0	0	0
0.824	1	10	83	5	14	28	549	0	0	1
0.825	1	6	83	6	97	28	549	0	0	0
0.825	1	6	83	6	97	28	549	0	0	1
0.826	1	11	83	7	69	28	549	0	0	0
0.826	1	11	83	7	69	28	549	0	0	1
0.827	1	12	83	8	26	28	549	0	0	0
0.827	1	12	83	8	26	28	549	0	0	1
0.828	1	2	83	9	100	28	549	0	0	0
0.828	1	2	83	9	100	28	549	0	0	1
0.829	1	9	83	10	102	28	549	0	0	0
0.829	1	9	83	10	102	28	549	0	0	1
0.83	1	8	84	1	75	28	549	0	0	0
0.83	1	8	84	1	75	28	549	0	0	1
0.831	1	14	84	2	35	28	549	0	0	0
0.831	1	14	84	2	35	28	549	0	0	1
0.832	1	15	84	3	82	28	549	0	0	0
0.832	1	15	84	3	82	28	549	0	0	1
0.833	1	13	84	4	43	28	549	0	0	0
0.833	1	13	84	4	43	28	549	0	0	1
0.834	1	7	84	5	88	28	549	0	0	0
0.834	1	7	84	5	88	28	549	0	0	1
0.835	1	5	84	6	54	28	549	0	0	0
0.835	1	5	84	6	54	28	549	0	0	1
0.836	1	1	84	7	1	28	549	0	0	0
0.836	1	1	84	7	1	28	549	0	0	1
0.837	1	4	84	8	93	28	549	0	0	0
0.837	1	4	84	8	93	28	549	0	0	1
0.838	1	3	84	9	62	28	549	0	0	0
0.838	1	3	84	9	62	28	549	0	0	1
0.839	1	10	84	10	14	28	549	0	0	0
0.839	1	10	84	10	14	28	549	0	0	1
0.84	1	6	85	1	97	28	549	0	0	0
0.84	1	6	85	1	97	28	549	0	0	1
0.841	1	11	85	2	69	28	549	0	0	0
0.841	1	11	85	2	69	28	549	0	0	1
0.842	1	12	85	3	26	28	549	0	0	0
0.842	1	12	85	3	26	28	549	0	0	1
0.843	1	2	85	4	100	28	549	0	0	0
0.843	1	2	85	4	100	28	549	0	0	1
0.844	1	9	85	5	102	28	549	0	0	0
0.844	1	9	85	5	102	28	549	0	0	1
0.845	1	8	85	6	75	28	549	0	0	0
0.845	1	8	85	6	75	28	549	0	0	1
0.846	1	14	85	7	35	28	549	0	0	0
0.846	1	14	85	7	35	28	549	0	0	1
0.847	1	15	85	8	82	28	549	0	0	0
0.847	1	15	85	8	82	28	549	0	0	1
0.848	1	13	85	9	43	28	549	0	0	0
0.848	1	13	85	9	43	28	549	0	0	1
0.849	1	7	85	10	88	28	549	0	0	0
0.849	1	7	85	10	88	28	549	0	0	1
0.85	1	5	86	1	54	28	549	0	0	0
0.85	1	5	86	1	54	28	549	0	0	1
0.851	1	1	86	2	1	28	549	0	0	0
0.851	1	1	86	2	1	28	549	0	0	1
0.852	1	4	86	3	93	28	549	0	0	0
0.852	1	4	86	3	93	28	549	0	0	1
0.853	1	3	86	4	62	28	549	0	0	0
0.853	1	3	86	4	62	28	549	0	0	1
0.854	1	10	86	5	14	28	549	0	0	0
0.854	1	10	86	5	14	28	549	0	0	1
0.855	1	6	86	6	97	28	549	0	0	0
0.855	1	6	86	6	97	28	549	0	0	1
0.856	1	11	86	7	69	28	549	0	0	0
0.856	1	11	86	7	69	28	549	0	0	1
0.857	1	12	86	8	26	28	549	0	0	0
0.857	1	12	86	8	26	28	549	0	0	1
0.858	1	2	86	9	100	28	549	0	0	0
0.858	1	2	86	9	100	28	549	0	0	1
0.859	1	9	86	10	102	28	549	0	0	0
0.859	1	9	86	10	102	28	549	0	0	1
0.86	1	8	87	1	75	28	549	0	0	0
0.86	1	8	87	1	75	28	549	0	0	1
0.861	1	14	87	2	35	28	549	0	0	0
0.861	1	14	87	2	35	28	549	0	0	1
0.862	1	15	87	3	82	28	549	0	0	0
0.862	1	15	87	3	82	28	549	0	0	1
0.863	1	13	87	4	43	28	549	0	0	0
0.863	1	13	87	4	43	28	549	0	0	1
0.864	1	7	87	5	88	28	549	0	0	0
0.864	1	7	87	5	88	28	549	0	0	1
0.865	1	5	87	6	54	28	549	0	0	0
0.865	1	5	87	6	54	28	549	0	0	1
0.866	1	1	87	7	1	28	549	0	0	0
0.866	1	1	87	7	1	28	549	0	0	1
0.867	1	4	87	8	93	28	549	0	0	0
0.867	1	4	87	8	93	28	549	0	0	1
0.868	1	3	87	9	62	28	549	0	0	0
0.868	1	3	87	9	62	28	549	0	0	1
0.869	1	10	87	10	14	28	549	0	0	0
0.869	1	10	87	10	14	28	549	0	0	1
0.87	1	6	88	1	97	28	549	0	0	0
0.87	1	6	88	1	97	28	549	0	0	1
0.871	1	11	88	2	69	28	549	0	0	0
0.871	1	11	88	2	69	28	549	0	0	1
0.872	1	12	88	3	26	28	549	0	0	0
0.872	1	12	88	3	26	28	549	0	0	1
0.873	1	2	88	4	100	28	549	0	0	0
0.873	1	2	88	4	100	28	549	0	0	1
0.874	1	9	88	5	102	28	549	0	0	0
0.874	1	9	88	5	102	28	549	0	0	1
0.875	1	8	88	6	75	28	549	0	0	0
0.875	1	8	88	6	75	28	549	0	0	1
0.876	1	14	88	7	35	28	549	0	0	0
0.876	1	14	88	7	35	28	549	0	0	1
0.877	1	15	88	8	82	28	549	0	0	0
0.877	1	15	88	8	82	28	549	0	0	1
0.878	1	13	88	9	43	28	549	0	0	0
0.878	1	13	88	9	43	28	549	0	0	1
0.879	1	7	88	10	88	28	549	0	0	0
0.879	1	7	88	10	88	28	549	0	0	1
0.88	1	5	89	1	54	28	549	0	0	0
0.88	1	5	89	1	54	28	549	0	0	1
0.881	1	1	89	2	1	28	549	0	0	0
0.881	1	1	89	2	1	28	549	0	0	1
0.882	1	4	89	3	93	28	549	0	0	0
0.882	1	4	89	3	93	28	549	0	0	1
0.883	1	3	89	4	62	28	549	0	0	0
0.883	1	3	89	4	62	28	549	0	0	1
0.884	1	10	89	5	14	28	549	0	0	0
0.884	1	10	89	5	14	28	549	0	0	1
0.885	1	6	89	6	97	28	549	0	0	0
0.885	1	6	89	6	97	28	549	0	0	1
0.886	1	11	89	7	69	28	549	0	0	0
0.886	1	11	89	7	69	28	549	0	0	1
0.887	1	12	89	8	26	28	549	0	0	0
0.887	1	12	89	8	26	28	549	0	0	1
0.888	1	2	89	9	100	28	549	0	0	0
0.888	1	2	89	9	100	28	549	0	0	1
0.889	1	9	89	10	102	28	549	0	0	0
0.889	1	9	89	10	102	28	549	0	0	1
0.89	1	8	90	1	75	28	549	0	0	0
0.89	1	8	90	1	75	28	549	0	0	1
0.891	1	14	90	2	35	28	549	0	0	0
0.891	1	14	90	2	35	28	549	0	0	1
0.892	1	15	90	3	82	28	549	0	0	0
0.892	1	15	90	3	82	28	549	0	0	1
0.893	1	13	90	4	43	28	549	0	0	0
0.893	1	13	90	4	43	28	549	0	0	1
0.894	1	7	90	5	88	28	549	0	0	0
0.894	1	7	90	5	88	28	549	0	0	1
0.895	1	5	90	6	54	28	549	0	0	0
0.895	1	5	90	6	54	28	549	0	0	1
0.896	1	1	90	7	1	28	549	0	0	0
0.896	1	1	90	7	1	28	549	0	0	1
0.897	1	4	90	8	93	28	549	0	0	0
0.897	1	4	90	8	93	28	549	0	0	1
0.898	1	3	90	9	62	28	549	0	0	0
0.898	1	3	90	9	62	28	549	0	0	1
0.899	1	10	90	10	14	28	549	0	0	0
0.899	1	10	90	10	14	28	549	0	0	1
